情感倾向,评论
1,希望越来越好(✪▽✪)加油
0,快是快;就是服务态度太差
0,查个快递都查不了
1,很多人都在骂邮政;但是你们自己看看吧;顺丰靠着自己的垄断地位;搞割韭菜;已经是丰巢收费了。邮政本身就是一个国企;它更多的是负担国家责任。当资本家彻底掌握这个领域后;你信不信它顺丰能让你寄个同城付100？你倒时哭的时候;你就会发现;唯一能护你的邮政早被你给骂死了。
0,下载就是为了给差评;空运比陆运还慢;还要转南京;早晨到市里当天还不能派送;还要等第二天;真是效率低下。。。。
0,一星都不想给
0,差评;不解释。
0,我也是无语了;勉强给个两星;包裹弄丢了不说;而且花了28块的邮费还给我运了五天;我用的不是快递包裹;是EMS呀;这邮政怎么就不懂得分清轻急缓重呢？空运在那运过来运过去;先飞到北京;再飞到南京;再飞到长沙;这是让我的包裹坐了几次飞机呀？虽然是国企;也不能这样
0,反正是不投诉 不会理睬 投诉之后效率也就那样爱理不理
0,我也是特地下载来给你个差评;十公里路程你们竟然走了一天一夜;你们是蜗牛在拉车吗？一分都不给
0,和众网友一样   差评
1,还行吧
0,1.下载的目的;就是给差评;邮政的效率真是服了;从县里到镇上;居然发了5天;自己去县里取还说已经发走了;请问我的快件在路上睡了5天觉吗？||2.从某宝买了东西;需要退货;商家给我补发的都到了;邮政居然还没把原先的件发走;真是服了。
0,邮政快递;我给个差评;我以前在延吉市火车站发国际快递;经常发;后来我遇到几次她们不讲理的事;我就改成其他地方转发了;第一;延吉邮政快递;收费极其昂贵;第二;我有邮件退回;按理说;你没有给我发走;我已经缴费了;退回来的;还要收邮出去一样的费用;工作人员还嚣张跋扈的说;有本事;你告我啊;我真的无语了;所以我现在任何快递;我都基本上哪怕麻烦;我也使用其他快递发货;虽然不方便了;但是;心里舒服就好！
1,我们这儿邮政比顺丰都快
0,特地下载来评分。邮政ems没有最慢;只有更慢。请永远相信你的快递在路上;快递不到;吐槽不止。
0,一星都不想给 五天都不更新物流 跟那个快递小哥打电话发短信三四次说了我要改地址 最后还给我送到学校去 我真是服
0,我求求你们;做不好可别做了;以后再也不用邮政了
0,1差
0,哪快递员什么服务态度
0,一星不解释
0,懒得说
0,希望毕业之前能收到作业;“太快啦”
0,我特意下载下来给你个差评;别客气。|二十一天送个快递还送不到;好不容易等你显示进市了;有搞个代收入库;那行;那你不方便送我自己去取总行吧;结果“没接到电话不能取件”我是真服了;你们这个办事效率为什么还不糊？？？
0,一星都不给！
0,好慢
0,我知道这是疫情期送货慢但你一俩天不更新物流信息这就很难搞
0,慢慢慢慢;谁再给我用这个快递我直接退货
0,算我求你了         faster？？？
0,;14号到的;现在还送不过来
0,加急件;同城八天;第一遍电话我没听到;我打回去;边聊天边听我电话;我说过的话听不到;要让我再说一遍;问今天能不能送来;快递员说看看吧。
0,这个软件;扫码查件后一直是“请稍候;不知道是不是软件的bug”
0,我就纳闷了 俩相邻的城市 5天了还没送到
0,邮政服务态度太差;邮件到了揽投部两天了状态不更新成未妥投;也不配送;打电话过去就俩字等着。。。建议大家区号+12305举报
0,代收入库是什么意思？难道快递员不能给我配送吗？
0,怎么说呢;中途改了一次收货地址;结果到货了还是送到了原来的地址那边;绝望了;本来路上就封了;再过几天我要去外地了;
0,添加地址明明是黑龙江省鸡西市;它给我变成了黑龙江省宁波市;我就搞不懂黑龙江省哪来的宁波市;添加地址也没有阿; 邮政的揽投员不负责;挂电话;一星不想给
1,建议赶紧更新！
0,不能评零星吗？
0,快递很牛;送货看心情;邮政快倒闭了;
0,两天都没有把单号录入系统;怎么回事
0,查个件说应用出现异常;根本用不了
0,挑战最长等待时间;1月18日下单;今天已经2月4日了。
0,10几天没到就算了;都一个多月了还没到;京东买的吃的;没想到发的邮政;估计大概也早坏了;而且还查不到单子;下载这个软件有什么用
0,0星
0,挑战全网快递时间最长的;11天
0,快递一直在一个地方
0,从广东到江苏;目前发了五点半;停在无锡三天什么意思？
1,关键时刻还是邮政靠谱;公司发的过年福利本来打算寄家里;四通一达顺丰电话挨个打了一边;四通一达表示停运;顺丰表示火锅底料不能空运;陆运没车;还是邮政辛苦;过年都不带放假的;就是慢了点;不过邮政安全靠谱
0,我去年买了一个豆腐;特别指定卖家用中国邮政送过来;现在它到了;我终于有臭豆腐吃了
0,太慢了太慢了太慢了
0,绑定手机号后有货物发出也收不到任何快递信息;要你有何用？
0,济南到日照给我寄了四天;要是我自己拿着快递走路也早就到了;真心慢
1,你们在骂;邮政也会开;作为国家储备力量;意义是重要的;除了邮政有哪个快递会到偏远山区;真的是小格局。
0,前天上午寄的  现在都显示没有我的邮件
0,不思进取
0,四天前寄出的东西到现在还查不到物流信息;我也是醉了-_-
0,nan
1,一直显示系统开小差;登录不上
0,一星都不想给
0,对网络的要求好严格;竟然一直无法登录
0,注册不了 还让我查看网络连接  太差了 快不得要被 淘汰
0,什么东西;查个快递就程序错误退出了？|差劲的狠！
0,9月1日15时19分兰州发往无锡的快递包裹 9月4日10时20分派送到目的地;历经68个小时;在无锡集散中心尽然处理了20个小时。我支付的是快递的费用;却是普通邮件的速度;EMS我给你点赞
0,什么鬼东西
0,先不说从深圳到上海;但是你整整一天时间;在深圳晃晃悠悠;你先干什么;中国是没高速还是怎么着;服了;效率呢
0,速度也太慢了吧;绥化这么一个市;本来也没多大吧;居然走了两天;昨天早上就到绥化了;现在我居然还没有拿到
0,真的很蔡;如果不是查高考录取通知书;我这辈子都不会下
0,真是厉害 像个玩笑
1,我是因为要查通知书才去下的它;很方便;不用登录也可以查通知书到哪里了。很方便也不卡;希望越来越好
0,录取通知书是让福建台风刮走了么？
0,关于网上查通知书的情况;这个不行;不如直接用菜鸟裹裹嘞
1,我觉得挺好的;查询也挺方便;为航运打call
0,要不是看录取通知书才不得下呢;速度死慢;从隔壁市运个通知书运了两天半;真不知道这样的快递有什么;祝早日淘汰;一星都不想给
1,真的很好;有些人不会用就说这不好;那不好;在搜索里面输入邮政编码就可以查到你想看的物流信息了
1,还行(●°u°●)​ 」。
0,查不到
1,明明很不错啊;你自己的高考录取通知书没查到的话你怎么不说是你的大学没给你发呢;我注册账号发过来验证码也很快;几秒钟的事;高考录取通知书位置也查到了
0,体验太棒了;我录取通知书都查不到！
0,没啥的;就是连我的录取通知书给送的没消息了;棒棒哒！
0,真的很难用;三十分钟只能收一次验证码是什么鬼操作;而且也收不到验证码
0,一直显示网络异常
0,三十分钟内只能获取一次手机验证码;这是得有多抠！！！而且还收不到这验证码
0,只有快递业务没有包裹业务;包裹业务还是很实惠的。
0,查询邮单不能保存;查询结果不能全流程截屏;不好用！
0,注册不了
1,头像不能更改
0,不能寄到国外;太令人失望了。只能说拜拜了……
0,提着一个2KG不到的东西去寄件;北京丰台区到辽宁鞍山;不知道怎么算的收了我五十多;寄完后发了个信息告诉我实收45元。我就纳闷了;多出来的钱去哪里了？箱子和袋子都是我自己带的;自己包装的。
0,识别不了手机号;一直显示手机号码错误
0,不能上门收件;支付宝上的小程序可以
0,本根点不开寄件
0,不兼容安卓9.0;一寄件选地址就出现异常。
0,根本就用不了;写不了寄件信息;也查不到订单信息。
0,还是微信小程序比较走心;一看App的图标就是停留在五年前
0,怎么老是闪退;邮政人员都不看评论么？软件没人维护么？
0,打不开;闪退
1,为什么打不开网页
0,太差劲了早点倒闭吧 服务人员态度差
0,Ems快递差劲;在不打电话的情况下把我的快递放到菜鸟驿站。如果人家菜鸟不给我打电话;我还不知道呢
0,一直闪退搞什么？打都打不开这个软件
0,太差了！！！老是异常退出！
0,闪退严重望修改
1,太好用了;真哒新用户还可以获得十元红包
0,这是什么软件;寄件;没人来收;就显示已揽收;无奈！！！
0,什么几把快递公司  一个快递 半个月了  还没到 车坏了？还是公司楼倒了？
0,说好的全球邮政呢！
0,啊;哈哈;咋不支持电信号码注册？;;;
0,闪退;烂
0,闪退闪退;还查不到物流！
0,坑邮政  把我的录取通知书弄哪里去了
0,用不了
0,闪退严重
0,一星都不想给;快递没收到还显示的已签收
0,闪退
0,严重闪退
0,闪退多次
0,一直在闪退;从新安装还是闪退
0,闪退
0,一打开就闪退。刚安装是正常;几个小时后就闪退;又要重新安装
0,为什么一打开就闪退?
0,一打开就闪退
0,EMS投递员不专业。商城买的快递拒收后返运堪称蜗牛速度。这个软件客服都问不了;投诉不了;故意逃避责任？以后商城再给我发EMS我就不买华为了！！！
0,真心不好用啊;所谓的官方快递;看看顺丰;请正视差距;谢谢
0,这个软件能用的吗！！！
0,一句呵呵;自己体会
0,一点击“网点查询”就闪退
0,手机号码格式不正确？这种低级错误怎么发布出来的
0,一帮混饭吃的渣;这么多年弄不出个能用的APP
0,不能用
0,无法注册
0,根本注册不了
0,客服太慢了;每句话灯三分钟;最后直接消失;而且邮费也很跟一般快递一样;没什么优势;卸了
0,垃圾
