情感倾向,评论
1,有一种跨越时空的感觉;而且特别良心;就是希望官方能把最近的日期改到第二天;我还想给明天写信呢
1,不说名字说故事吧
1,非常好的软件
0,有声信件只能听不到一分钟左右;读了没一半还没读完就断了？我不知道这是不是bug;一年前就是这样;现在还是这样;挺好;继续保持自己的特点;加油;明年还是这样的话;给两星;后年的话;直接一星保护好了
1,就是不能考以前的
1,可以;可激烈人
1,还行吧;找不到其它表达
1,挺好的;虽然我发给我的是废话
1,感谢！！！！！
1,很好的APP啊;给未来的自己写了信;不知道会不会收到;也不知道收到信的我的心情是怎么样的
1,用了好久了;换个手机第一个想到安装的软件
1,愿以后的我能够看见
1,话不多说。这个软件;是良心软件！！
1,真的很好;把自己想说的话都可以说出来;希望以后的自己不会让我失望
1,希望一直维护;我甚至可以付费;很喜欢!!!!
1,可以的
1,想问一下;自己写给过去自己的信;在哪儿看呀;我怎么找不到
1,虽然十年后才能见到;但先感谢一波
1,今天突然收到一年前给自己写的信;我都快忘记了;打开一看当时希望的;现在都实现了;一切都在变好;希望你也能
1,过去写了一封信 现在又写了一封 在未来希望可以收到并回复 希望能按我所期许的那样 走下去.
1,终于解决了一件心头大事！！！太开心了！！！客服超好！！！！
1,太喜欢这个神仙软件了！！！
1,真的很感谢这个软件;虽然我还没收到信;但是心里会有期许的
1,换了两个手机;一直在用的app;给自己反思的时间
1,喜欢;寄出的不仅是信;更是心
1,很好;希望之后的我收到信不会笑我现在的文笔
1,非常可
1,软件好用;没有广告;界面舒适;正能量满满;除了不可抗力因素情况不会卸载;爱你哦(´-ω-`)
1,very good
1,良心软件
1,非常好;按时收到信件来还愿
1,超级好
1,太有仪式感的软件了;我真的会给管理费
1,这个APP真的太好了
1,为什么。。。版本。。。有问题。。。。
1,寄出了我的email的第一封信。嘿;这些美妙希望你不要忘记。哦对了;我想说;1500个字不够呀;想说的有很多;希望字数限制不要这么小。|下一回我可以试试纸质版。
1,一个非常非常好的软件;虽然上传照片会收一块钱。但不上传的话也不会收的。
1,目前感觉还可以
1,很少给好评  真的太好了
1,太赞了
1,不知道哪一天是什么样子
1,给五分！必须给！让自己有了一个安心的地方…
1,今天第一次下载这个;我不知道我的评感觉怎么样？但是我第一次打开这个软件;他给我的感觉很好;希望以后继续加油;努力吧把这个软件做起来;我是因为刷抖音刷到你的;加油吧
1,我想删除一些信;好像没有这功能啊;写给前任的;现在成了前任的信。我想删掉;怎么弄
1,www以前写了一大堆的话来激励自己;然后今天收到了！不知道为啥;就是很高兴;推给我家老闺了
1,希望可以取消一些信件的投递。毕竟时过境迁;有些信已经不适合再发出去了。
1,希望只有我自己知道
1,已经留过两三条信息了;昨天收到了两年前写的信;差点没哭成哈批。这种跨越时间的信息实在是让自己震动;在最需要的时候突然出现;给你勇气。
1,很喜欢;很对我的胃口;我只写了一封信;写给十年后的自己;希望那个时候能收到这封信吧;如果可以;不胜感激
1,给自己写一封信吧;不为别的;这次就为自己
1,好评好评
1,五分。没有广告;简单明了。话不多说直接满分。
1,我只写了第一封信;但我相信我写的一定会成真的。
1,谁能告诉我突然停了 怎么设置永久不会停
1,谢谢你们呀！
1,这是一款很有意义的软件;等你收到那封你自己可能已经忘了的信时;才会看到过去的自己和现在的你
1,每个月只能发两封吗？这个限制;背后是太多无奈吗？|这个app这么干净;这么真诚;这么温暖;请善待它吧。|希望可以出个验证功能;或者一天两封;一个月两封;太少了呀。而且我发完两封才知道;更重要的信都发不了呢。
1,还可以
1,更新完了以后有声信箱听不了了;是我手机问题还是什么啊?我真的特别喜欢那个有声信箱
1,这个app真的贼良心;没有任何广告和收费;界面也很简介;强推
1,万一这软件10年后不在了怎么办
1,我觉得这个软件很好用;没有广告;页面很干净;希望可以一直保持这样
1,记得19年一共写了三封信寄出去;分别寄往一年、五年和十年后的自己。一年后的信已经收到了;信中描述未来的自己和现在的差距那么大。给未来写封信;其实是给以后的自己记录现在的自己。
1,希望可以一直保存下去这个软件
1,很不错;寄了第一封信～
1,人生漫长;幸好还可以和自己对话。
1,必须满分啊！！！希望软件永远不会下架吧……就算以后接广告也没关系啊。
1,这个真的很好;不过就是不知道如果把这个APP删了;会不会还收到信
1,满分！！！！！
1,今天写下第一封信;没什么感觉;只是希望自己能活成自己想要的样子;好希望这封信能帮到我;拜托了未来的我;别忘了我现在期望。
1,很好的一款软件;页面干净无广告。希望一直存在下去！- ̗̀(๑ᵔ⌔ᵔ๑)
1,希望我年后能如约收到信;期待
1,真的好好哦
1,good！
1,刚才又接到了自己的一封信;说真的我都快忘了他;接到信的时候;我是真的很欢喜;这个APP也超级好;页面什么的都真的很棒
1,可以
1,为什么要一星保护呢;人家好不容易做出这么好的软件又要保护没?
1,嘿嘿;棒棒哒！期待收到信的那一天！
1,19年2月;我给自己写了一封信;20年2月我收到了|怎么说;蛮感动的……本来以为效果没那么好;但是……毕竟一年过去了啊。
1,很喜欢这个软件;今天寄出去了一封信;期待收到他的时刻;这种没有广告的良心软件;我愿意为他捐助;很开心;棒棒哒
1,满分好评！每年提醒自己一次！
1,感觉蛮好用的;是朋友们先试了一下;结果真的寄过来了;于是我也寄了一封;软件还蛮好的;可以让我们给未来的自己留言
1,这个软件挺好的;风格简约;寄信的话我刚刚寄了一封;不知道我收得到吗鹅鹅鹅
1,挺好的 写了封寄给三年后的自己
1,可以
1,为什么音频会停？
1,很遗憾;我没有收到信;我已经忘了当时写的什么;但是…至少我现在走出来了…
1,我是第一次玩这个;所以不知道好不好用;但看评论都说不错;不知道三年后的自己看到后会怎么样
1,原多年以后 不负众望。
1,虽然只有四星;但是写过了第一封给未来自己的信;居然已经是几十年前的自己;时间太快又太慢！慢慢来;会好的喜欢这种对自己说话;对对方聊天的感觉
1,信真的黑有感觉
1,上面有没有自己写信的时间？
1,吹爆
1,很好的一个应用;可以给未来写一封信;这个也不用收钱
1,啊;挺棒的。有些话当面不好意思说的话;写信是一种很好的办法。
1,我寄出了自己的第一封信;希望三年后没有遗憾的打开这封信;拥抱所有爱我的人
1,麻烦让我想起;才好勉励自己
1,非常好的软件
1,不知道跟谁说的话就送给以后的自己 自己是自己的树洞
1,还没有登陆的时候写了封信以后能收到吗？
1,真的很好的一个软件;而且至少目前没有看到任何广告
1,三年之后的我你好啊
1,真好。希望半年后能收到那封自己寄出的信……大概……能看到吧？
1,有些话;想说给以后的自己听。
1,我想知道过去的信去哪了（ ’ - ’ * )
1,刚寄出去第一封信;期待未来
1,无广告;无推送;不收费;这样的良心软件都想给六颗星
1,之前就用这个软件给自己写过一封信;后来写完了之后;我就把这件事情给忘掉了;但是当我打开信看到里面的内容;就仿佛再一次亲身体会了曾经的事情;而且也从之前的信里收到了自己不应该忘记的信息;觉得这个软件的存在真的非常有意义。这一次又把它下载回来;也是为了给未来的自己写一封警戒信;真的非常感谢这个软件;太喜欢了！
1,“就算刺伤也未怕 满手鲜红当摘花”
1,为什么现在不能用了
1,今天寄出了第一封信;不知道未来收信的我会不会遵守承诺呢;希望不忘初心;为着目标努力吧!
1,用了一段时间了;有时间就给自己写封信;寄给自己;这种感觉很美好
1,两年前的信收到了现在初一;我发现我那几个好朋友都转学了;只剩下我自己…
1,前几天突然收到了中考前给自己的一封信才想起来原来我还有这么个软件
1,nice~
1,突然收到了两年前的信……|其实最近有点撑不住了。感谢两年前的自己。感谢给未来写封信app。|这次;我写了一封四年的。希望能平安收到
1,太赞了
1,今天写了封信给两年后的自己;那时我会在哪;做些什么呢
1,希望一年后我可以不负所期不负时光|一年后再见
1,这个软件真的超有意义啊。
1,有这种软件真好;希望未来的我不让我失望。
1,第一次给自己写信;把自己想说的都寄给未来。|希望收到信的那时我已经完成我所说！
1,太感动了呜呜
1,很棒的一款软件;刚下载时我几乎每个星期都要写;但是发现当收到很多信时;意义就不那么大了;所以我现在几乎很少写;但只要一些都是很有质量的;我不能把她当做日记本;看来过去是我太傻了
1,确切的说;这个软件我个人是挺意外的;挺干净的;没有广告之类的;也很简洁;这个软件挺新颖的。就有一个缺点;每个月只能寄两次;这在很大程度上有点……如果一年只能寄两封信;估计很多人会卸载这个软件;相当于是个摆设
0,太虚假;太恶心;太官方;没有一句是真话;怎么;现实世界变成童话世界了？
1,不知道能不能收到;但是写信的时候真的可以想的很多事情;真的可以把自己平时不会说话给你发过去。
1,真的很好！！！！我设置的时间离收到还有点久远;但是;我非常的期待;我已经忘记我写啥了害！！！！！！！！！
1,这软件非常非常好
1,可以
0,值得青睐的应用;可把自己的信留给很久远的自己;当已经忘却了什么;突然在某一天某一时刻出现在眼前
1,写了一封给8年后的自己;很期待(๑˙ー˙๑)
1,刚写完寄出去
1,刚刚写完一封嘿嘿
1,谢谢你们
1,不知道五年后的自己收到信会是怎么样的
1,太爱了
1,已经两年了呀
1,好评！太可爱了这个APP！可能是我为数不多的主动五星了吧
1,good
1,很期待收到信的一天
1,希望收到信的时候;我们还是我们
1,今天刚写了信;期待2021年收到信的我~
1,刚写了第一封信;希望两年后我可以看见吧。
1,这软件没什么广告;虽然自己发出去的信未来不知道会不会收到;但是真的更好用。
1,真的太温柔了;看见过去的自己;傻傻的
1,用过才知道她的好
1,请问一下用时光机写给过去的信写完了还能看嘛
1,刚寄出第一封信;就当个树洞吧
1,第一次打算用纸质发的;但是按发送是不知道是怎么回事;一闪就没了。也不知道发出去没。最后只能用微信发了。
0,在时光机里给过去写的信在哪里可以找到啊？
1,还不错呦
1,希望发照片的时候下钱
1,一年前寄的信今天收到了;对不起;没有考上;但不是只有一条出路;所以;请不要灰心;是金子总会发光;愿三年后的自己;能交上满意的答卷。
1,不说什么了;就是好
1,希望一年以后可以收到
1,为什么已经付费寄出的信再次打开APP还会出现
1,为什么现在寄不出去啊;微信老是登不上;我等了一个多月
1,问问自己
1,可以规定几月几日收到;那为什么不可以定几点呢？我想晚上十点收到那封信要怎么设定
1,真的太棒了;只是每个月只能写两封信;我还想多给几个人写信呢。
1,希望以后收到！
1,很喜欢！！！！！！！！
1,希望不忘初心
1,真的很好用;希望可以送回我的帐号上
1,这款软件;要说优点吗1 页面整洁 2 很有创意;具体怎么说我也不太清楚;就像时间胶囊一样;感觉不舍得删掉
1,我就发泄了我自己的情绪一下;然后就一个月只让我发两封信
1,这种软件很有意义;希望多些这种软件
1,深夜街接到自己半年前的信;忍不住哭了
1,绝对五星
1,每月会捐助一次;请万万不要倒闭
1,让自己不忘初心的APP
1,入股不亏！超级好的APP
1,希望我能在很多年以后收到我的信。
1,挺棒的一个创意。就是能不能坚持到我的信寄出那一天！
1,可以
1,能不能把收到的信删除啊?这个就很烦
1,哦我觉得真的可
1,多年之后;愿你不负所期！
1,贼好
1,寄出了第一封;一年后收
1,好评www
1,无话可说;只因会很怀念;不知道三年后的自己收到信时是怎么样的表情;但也会记起第一次写信的时间吧
1,很厉害哦;刚给最好的朋友写了封信;嘿嘿
1,收到了;一年前的信！
1,不知道五年后受到信的时候是什么感受呀
1,收到了自己两年前的回信;想哭呜呜呜
1,很感谢;有这样一个软件;刚刚寄出了;不知道能不能收到;也不知道那是的自己是怎样的
1,超级好
1,不知道自己在五年后打开时是什么样的;是变好了还是一步没有前行;谢谢你们给了我这个机会
1,谢谢你的存在
1,六批
1,很喜欢这个软件;之前换手机然后今天又下载回来;app打开界面非常简洁;打开后也是一目了然;没有广告的app是真的不容易了;纸质信件收费也是很正常的;能理解。希望软件越来越好;坚持自己;不忘初心。
1,唔;一星保护大可不必;好就是好。不会因为人多而变得不好。
1,很高兴能知道有这个软件
1,非常好的一个软件。感觉是个树洞。
1,非常好;就是不知道如果是寄纸质版的要不要算费用。超级喜欢
1,①没有小广告弹出;体验效果超级棒！！！|②页面设计很干净;简介。很有写信的感觉|③这是一款免费软件;没错;免费！！！（商家太良心了;没有广告插入还让软件免费试用。说实在的;就算它收费我也会用的;真的是一款很值得使用的软件。）|④既然让我发现了这个宝藏APP;就别想离开我的手机！！！哈哈(ಡωಡ)hiahiahia
1,刚刚写了一封信;不知道未来会不会收到;也不知道那时会有怎样的心情。
1,很奈斯;不过我不知道怎么弄那个有声信箱;其实一直都有想写信给自己的想法;但是又怕弄不见;怕被其他人看见;这个软件真的是一个很好的平台
1,不知道十年之后会不会收到现在的信
1,很良心
1,刚刚写完第一封信;等收到回信时再来٩(๑^o^๑)۶
1,给两年后的自己写了一封信;希望到时间你没有倒闭
1,我就是写日记记录心情的
1,寄出之后就忘了吧;等着收信那一天。这种感觉很好。对于我;写信其实有时候不是说非要跟未来对话;只是;想找个树洞;写下当下的心情;寄出去;石沉大海。
1,嗯;会有点期待一年后的他收到来自20年我写给他的一封信;会是什么样的感受。
1,希望十年后的自己可以不像现在
1,每个月只能发两封。。
1,第一次给一个APP评分;主要是因为之前比较懒;希望收到信的自己好好的！
1,顶一个
1,走心
1,这个软件真的太棒了(›´ω`‹)|希望能继续做下去（千万不要引进广告）|当然;我们还是会一直保持初心的;也会一直支持你们的;太喜欢这个了！！
1,我已经寄出我现在;不;是我的过去
1,写给了十年后的自己;不知道会不会成为所期盼的样子。
1,非常有心的一个APP啦;给未来的自己寄一封信;就冲这点;我也给五星。
1,愿多年以后;不负遇见
1,Nice！
1,想问一下邮箱地址错误是怎么回事呀
1,反正我喜欢;而且没有广告
1,真的好好的软件
1,第一封信就是我的生日礼物
1,五星好评
1,这个软件太好用了;刚写完一封信;不知两年后我会不会收到;建议下载哦！只不过加照片要一元钱;但是真的很好用
1,可以
1,期待收到我自己的信⊙∀⊙！
1,愿未来不负所期
1,五年前的我曾给现在的我一封信;不知道怎么来形容心情;但是你知道那种感觉吗？就是突然收到一封信关于自己。
1,我很喜欢这款软件可惜的是只能上传三张照片
1,我不知何写什么;总觉得该写点什么
1,我给我半年时间去实现;期待半年后我收到信时;我可以完成我所许下的承诺
1,微信登录不了怎么回事啊
1,這個軟件還不錯哦
1,今天突然收到了2018年自己写的信;我想告诉他;我已经是第一名了;我现在过得很好。
1,强烈推荐 太好用了
1,希望官方大大能改一下包含敏感词汇到底是那些;我看好几遍都看不出来哪些是敏感词汇;整的我一脸懵逼。|呜呜呜官方大大好棒;这一次写信发现官方大大真的有改我这个问题
1,当成了自己的树洞;非常好
1,原你与我都在
1,寄了第二封信;期待一年后的我收到之后会有什么样的反应
1,很有温度的一个APP
1,给个好评
1,现在是怎么回事呢？显示有人恶意发评论导致发不出信了呀！恳求作者大大快点修复好;并把那个人给逮出来;控诉！！！！！！！！快点叭
1,最近更新后一个月不超过两封…我觉得写信等于是在写日记;所以我一有烦恼的事就写给自己;一个月后的自己看到这信可能会觉得释然。更新后不能这样写了;太难受了
1,走心的App(｡･ω･｡)ﾉ♡
1,活成自己想要的模样
1,希望自己;不负所期
1,这个软件特别棒;就是…用绑定微信公众号后 公众号会推送文章;都已经忘记了信的事这样又想起来了;我看到有评论说去微信反馈;但是我没找到…要怎么办呢
1,大概是我第一次无偿为软件花钱叭;虽然说信是半年后才可以收到;但是真的在寄出去以后心里的烦躁抑郁都消散了;真的非常非常推荐！
1,我已经是准高二的学生了。还有两年我就要高考;这封信寄给2022年高考后的我;只希望那个时候我看到这封信的时候是笑着的;而不是哭着在后悔
0,感觉挺新奇的;试试看。
1,真的真的太好用了！！！
1,良心好软件;就是添加图片需要钱;不过可以理解;毕竟大家都要吃饭
1,我太满意了
1,静候一年后的自己啦
1,好好
1,好无语啊;突然一个月限定只能写两封信了;也没通知;刚写完一封信;然后就发现根本发不出去;这个软件之后是不是也要慢慢变成收费软件了哎
1,五颗星给页面和操作;扣一颗星给不能选择指定日期。啊啊啊为什么没有指定日期这个东西啊！
1,收到的时候;哭了
1,播放中途突然停止怎么办;怎么后台锁定？？？
1,很高兴我发现了这个软件。
0,很棒
1,希望我还能坚持下去;我还有我的信没有收到呢
1,收到了半年前的信 感谢app 帮我保存还发给我  谢谢啦
1,每次写信都会给软件捐钱的;希望能运行的长久一些。|每月能发的数目越来越少了;今天突然心血来潮写了一篇;结果告诉我每月只能发两篇。。。只能等到下个月再发了。
1,Good!!!
1,挺好的;今天给自己写了一封信寄给三年后的自己;希望那时候收到能不哭;支持这个软件
1,不知道说什么;很好
1,超级棒棒哒！
1,有的信可不可以撤回呀;妈呀;现在后悔了
1,很简约风;里面不收取费用;可以自愿捐助;很好
1,真的很好用;已经不能用言语形容了
1,简直不要太好;太爱了
1,我以前有在一个商店里看到给自己写信这一种形式;当时是给5年后的自己写了一封信;可是好像并没有寄来。我很高兴现在可以看到这样一个软件;也许;给自己写封信;就是让自己看看;有没有辜负自己的期待叭;一定不能让未来的自己失望丫。
1,要注意一下每月只能寄两封信
1,是否有人像我一样;被这一封信挽回了全世
1,真的很棒;希望十年后的我;不负众望;不负自己。
1,鹅鹅鹅鹅鹅突然收到一年前的信;就回来看看
1,还好的app;我写了俩封;一封5年后;一封半年后
1,这样的软件应该没有什么槽点吧
1,很喜欢这个软件;之前也寄过很多次但是都些都没收到;现在更新已经好多了;希望这个软件能够越来越好
1,我觉得非常好 我写完就把这个删了 希望等到一年后我看见我曾经写过的信会非常开心 建议你们都下载一个 说真的 你在某一天收到以前自己写过的信会非常的开心
1,很期待收到的那一天
1,期待2年后我自己收到信的反应
1,现在的我写了第一封信 我不知道三年后的我会不会收到;但现在对我来说很好;这个软件值得我去写一些;现在我在想的东西;哪怕收不到回信;至少可以当一个树洞
1,为啥我的有声音箱经常新读一半就没有声音了一半就没有声音了？
1,今天刚刚寄出一封信 期待收到信的自己
1,很好。真的不知道怎样来评价这个软件
1,可以哦哦哦
1,好喜欢这个软件;让我有了对自己说心里话的勇气;终于可以把憋在心里的话毫无保留地说出来了;很解压啊
1,寄出了自己的第一封信;愿多年后的自己过着自己心仪的生活！！
1,希望未来的自己不负所托
1,五星好评;这个软件我寄给了10年后的我;希望那时的我能忘掉心中的这些事情;收到信的那天刚好是我生日;那一年我将满18岁;18岁的我对于信中的这些信;信息或许会有些幼稚吧。
1,嗯...20年8月20日;给自己写了第一封信;三年后的今天我就会收了;加油
1,感觉可以刚下载;寄出去第一封信;有些小期待
1,希望收信的你成为信中你所期望的自己
1,不忘初心
1,真的真的太棒了;好喜欢这个软件;简直就是宝藏|;好处我就不多说了;因为已经有很多人说了。（我不会承认是我懒）||最后我想说一下;就是纸质寄信要39块钱;我感觉有点贵;反正对我就有些贵了;我觉得可以设置成□元或者□元。||如果可以自己选择纸质寄信;有质量的不同;然后就各类材料就不同的高低;价钱也是有高低。||其实我很想要纸寄的;因为这样的话可以在纸里面写上自己的回答;然后等自己坚持不下去的时候;再翻出来看一看;然后看看曾经自己拿着笔亲手写下去的字;很多感觉我觉得还是不一样的。||其实我也可以自己去搞这些但是没时间加一;懒加一;穷加一;所以整体下来还是很希望可以到这种的纸质寄信;就是价钱上有些坎坷;
1,挺棒的;良心软件。
1,还没到收信时间;所以先给4颗吧！
1,今年高二了;给自己写了封信;高考后才能收到…希望未来依旧不忘初心 不负韶华
1,如果不知道做什么;不如去问问自己吧！
1,挺棒的;突然一封自己写的信寄来;把记忆拉回到过去。
1,谢谢你
1,真的非常好;刚写完第一封信;纸质;希望一年后收到
1,很好;刚刚为了维持允许捐赠了一块钱;以后会一直捐赠的;毕竟我寄出的信都是5年以后的信
1,我觉得这个软件好棒我已经收到2019年的三封信了
1,超级棒不知道为什么会不是5颗星
1,我很喜欢;今天写了第一封信;希望两年后的自己可以收到
1,当我开始写这封信时我一直都满怀期待。两年后再打开这封信。发现里面的东西我有的做到了;有的没有;但是我觉得这是可以让我成长的APP。5星好评走起。
1,感觉还可以;刚刚寄出了一封信;不知道以后收到了会不会觉得现在很傻…感觉这个有点像时间胶囊;很棒;我很喜欢。
1,以梦为马;不负韶华|我想当你的师妹！
1,超级好;过去与现在的隔空对话
1,谢谢你
1,满怀期待大概如此
1,超nice！
1,写了一封信;給三年后的自己;不知道那天会怎么样。
1,希望众望所归;不负昭华
1,今天我因为睡不着下载了这个软件;给未来的自己写了封信;希望可以收到吧;也许吧
0,不错;就是有些东西需要钱
1,过了很久收到的信 不知道是遗憾还是欢喜.
1,希望他能看到;希望他能在那一天收到。
1,刚刚打完一封信;一年后会收到;不知道那时候的自己看到是做何感想
1,今天收到了来自两年前的我写的一封信然后就又来这里写了一封给了五年后
1,好软件
1,这是一个特别好的软件每当写完信时有又收到信看到这封信时心里都会莫名的感动    谢谢
1,首先;这是我第一次对软件评价。一开始进入页面就很干净;没有乱七八糟的广告;这给了我很好的观感。然后我就写下了给一年后自己的第一封信;第一次给自己写信;有点语无伦次;一年后的我已经踏入社会;写下对自己的祝福;然后寄出。正整个页面很好;是我喜欢的偏文艺的风格;所以五星好评！
1,纯净
1,最近一个人的时候;想了挺多事的;给三年后的自己写了一封信;期待三年后的自己能收到(๑˙ー˙๑)
1,超级的nice;真的很干净;这是我的第一封信;期待我收到这封信的时候
1,强推！ (‵▽′)/
1,无话可说;两个字;强推。
1,好！！
1,寄的信还没到时间
1,给自己写了封信;两年后将会收到;希望以后如信中所说的一样吧！
1,很久以前给自己写了封信;很遗憾没有完成想要的;时间是过得真快;快到抓不住;今天又写了封信给自己;期望;;;呵也不知道在期待什么
1,希望七年后能收到信;也成为了想要的那个自己
1,尝试给自己寄出了第一封信;没什么内容;但是自己闭上眼睛设定了一个不知道的时间;就在未来几个月内;试着收到属于自己的第一封信。|软件简洁;喜欢
1,但凡信件中有语音或图片;都需要收一块钱;谨慎选择吧。|只能说非常好用;期待我收到信的那一天。|希望未来的你们;都成为自己期望的样子。
1,还可以哦
1,它是更新了还是怎么了;我今天打开以前写了一半的信都没有了……还有打开出现的那个有声信件听了一点点就听不见了;试了好几次都不行;我觉得那个男声很好听;很有磁性;为什么听不见呢
1,非常的有意义;全程免费;也没有广告
1,我想…我会忘记那封信…也希望我接到信的时候可以不哭…
1,很好用这个软件而且是免费的;5星好评
1,抖音看到推荐的;下载了真的很好;没有广告;里面的公开信也很感动;太爱了
1,一定一定要一直都在;不然谁给我寄信呢
1,希望可以给我带来好运
1,突然收到来自两年前的一封信
1,感觉还可以！今天写了一封信;时间是三年不知道能不能收到。期待一下下
1,等待着那一封信;寄向无期。
1,太可了吧
1,刚刚下载不知道两年后会不会收到
1,满星;因为我需要这个软件;希望十年后你还存在。
1,超级好
1,超棒！另外;似乎发现了一个额外的功能;可以今天给明天写信;当做晚上列的计划表;再加上“昨天的你豪言壮志说要今天努力”之类的;简直能治好拖延症啊qwq真的很好用;正经功能也非常棒。就是一点点一丢丢不好的地方:在写信的时候为啥没有退出页面键啊就是下面的三个按钮;要理解;老的手机有上滑栏的！我无奈只好插耳机;再从下滑栏里转其他应用退出来;莫名能下滑不能上滑qwq
1,太好用了;几年前发的按时收到了。哈哈哈
1,很喜欢这个软件;希望在两年后收到那封信
1,真的很好.自己不敢和别人说的都说了出来.感觉自己轻松了很多.定的是三年后.不知道那时候还记不记得.
1,我只想说一句谢谢
1,必须好评;这个软件良心
1,这种感受挺奇妙的;希望三年后收到信的自己不会后悔
0,不错
1,现在写的;不知道十年后会是怎么样
1,广告都没有;这还这么好用;这还不赶紧来个5星好评？收钱也是理所当然的;毕竟服务器老烧钱了
1,真的很喜欢;虽然是给自己写;但是我还是把邮件改成了他的。
1,五星好评！太好用了
1,第一封信刚寄走;怎么说呢？心情就复杂;本来我是想借到56年以后的;但我又想不可能活那么久;于是我选择了;五连;希望收到信的w;哭出来
1,可以呢
1,真的好好
1,很好啊;不过还没有收到;不太确定了
1,寄了一封信给五年后的自己。
1,可以公开;也可以不用公开;只要关注公众号就可以了;非常方便。他会寄到微信里。
1,五年后我要是还在一定好好看完那封信
1,满分！！！
1,刚写完第一封信。希望自己的以后能少些遗憾。
1,收到了以前的信;特别有感触;稚嫩时写的话;到现在却不觉得幼稚;是个很棒的软件;请放心食用。
1,五星好评不用说！
0,你告诉我;我之前的1000多字的信呢？那是我最后的命啊！5个月！我留下最后的一点东西！就这么没了？……
1,太好用了;但我记得时间有点久。
1,五星
