情感倾向,评论
1,与其说是一个给未来的一个期望;更不如说是当下自己的一个树洞;承载了我的各种喜怒哀乐;更是我难过时的一份慰籍;懒惰时的一份动力;这里有对自己未来的憧憬;对现在自己的不满和总结;每次写信后都会非常释怀;觉得自己离梦想又进了一步！希望这个宝藏app能被更多人发掘;太棒了！
1,这个软件太棒了！
1,非常暖心可爱的APP;希望好多年以后;我们都还在;能收到这些从时光机里来的信。希望开发者能保持初心;坚持下去;把它留下来;非常感谢！！！
1,不经意之间的感动和惊喜。
1,你一定要一直一直坚持下去;你真的是一个很好的APP！爱你！|我超级喜欢这个软件
1,给予未来;共白头
1,真的不错;还是初三发现的这个软件平时记录一些小事哈哈
1,不知道能不能真的收到纸质的;能的话他真的是个不错的软件
1,挺好的;给很多很多人都写了
1,很棒的软件;快被遗忘的梦想又被从前的自己提醒的感觉真好;让我记起从前那个对未来充满希望的自己;我们都要加油！
1,勿忘本心。做的很棒;一起坚持！
1,还可以;刚刚用
1,很好的一个软件
1,真的很好啊  某天你看到自己的一封信
1,很不错;刚收到半年前的来信
1,真的很奈斯 我真的很喜欢写信
1,这真的是一个很好的软件;太爱了。写信的时候那个感觉真的很奇妙;信送出去的那一刻真的释然了;希望更多人能知道这么好的软件！
1,第1次用完我就往上捐了10块;这个软件真是太好了。
1,写给自己|不希望只是感动现在的自己|还希望改善将来的自己
1,不知道未来会发生什么;也不知道未来是否会如愿以偿;靠写封信;在未来回答现在的自己吧
1,用过很多次了;真的很棒
1,我感觉;心里那些话说出口好多了
1,刚写完一封;感觉很微妙呢。不知道那时我收到信是什么感受
1,页面简介;好评(o^^o)
0,一个月只能写两封纯文字的信;图片的都要另加钱;那不就是变相逼你非要写信就一定要掏钱了吗？
1,这个软件很好 有很多心事不想说出口的都可以写在这上面包括对未来过去想说的话都可以记录不会有人知道你是谁 可以大胆说 第一次评论一个软件 真的很好
1,莫名的很激动;自己对自己面对面;好好想想自己得一切是否真的如意;回望过去;看向未来;挺好的
1,不知道五年后我收到信会是什么样的心情呢。||悲伤？快乐？欣慰？|又或者是。|我已经死了吗？
1,第一次给APP写评价  每一部手机都会下载  希望这个软件可以一直存在
1,很简单的软件;我第一次寄出的半年后收的信真的收到了(*^▽^)/★*☆很开心;那种时过境迁的心情真的体会到了;感觉有时间胶囊的味道了
1,今天收到了一年前的自己写的信;感慨颇多
1,真的挺不错的;那天偶然收到了第一封信;看着熟悉的字还是很感动;想到了当时的心情;真的很好。
1,嗯嗯!很好的软件;简直太神奇啦哈哈;也很人性化;建议下载哦~
1,爱了这款app;最有仪式感的莫过于给自己写信;我们需要一生来持续不断地给自己祝福;希望未来的你活成你最期望的样子。
1,超级喜欢！那种仪式感和宁静的气氛真的很喜欢
1,真的很喜欢;起码现在还很喜欢。简简单单;希望这封信能到那一刻交到我的手上;给未来写封信。回不去的;就放下叭。╰(*´︶`*)╯
1,我收到了;感触好多;这个应用是真的特别好
1,很好呀！虽然刚刚用
1,很喜欢这种充满回忆与未来的APP
1,这个游戏真神仙呐
1,收到来自过去的祝福和期望;真的是一件美好的事
1,没有广告推送;很纯粹。
1,初次相遇;却觉得相识很久;生活不缺惊喜;但我们却常常忘记最初的坚持;希望在未来的我在收到现在的我写的信的时候;能够无悔。
1,真的超级无敌巨棒！这是我一直都想要有的软件;我从来没有想到会有人把他设计出来！|我从小一直都在给自己写信;每年生日都写一封的那种;但是常常弄丢了或是找不到了。但是这款软件完全帮我解决了这个问题;他简直太可爱了！|如果坐时光机告诉过去的自己;那我想告诉他;早点下这一款软件。(ღ♡‿♡ღ)
1,当我寄出那封信的时候;我开始期待十年后的今天。
1,坐等五年后;希望可以收到
1,希望半年后已成为信中的自己;那时收取信件时的心情将会是一份悸动
1,真希望我能如期收到写给自己的信啊
1,给未来的自己写一封信 是一种享受 很奇妙的感觉 也很令人感动 希望未来的自己不会让现在的我失望
1,希望永远也不要倒闭啊
1,收到自己当时写过来的信是真的心情很澎湃。|我想就凭这这一点;|他就配得上第一。
1,说实话;我收到信件的时候惊到我了!我一字一句的读完;眼角微微湿润了些。。。一年前的我;你还好么?
1,感觉很感动;看着自己过去的信。
1,不需要多说什么;用了三年了
1,给一年后的自己写了一封信;哈哈哈;到那个时候应该会很惊喜吧挺不错的啊
1,很喜欢这个形式
1,特别棒！就是我有事没事就想给自己写信（狗头）
1,什么神仙软件;太棒了吧
1,真的很不错的APP
1,我觉得很好;可以给未来的自己写信;多年后收到这封信会很惊喜
1,挺好;希望一直在
1,好有仪式感|让我感觉生活充满了乐趣
1,非常好用;第一次遇见;体验感超棒。
1,感觉像是好为人师。。。
1,也是第一次评论软件。简单的希望这款软件真的可以让我在未来的几年收到我的信;很用心的作者应该也可以一直陪我们走下去吧
1,为什么我手机黑屏过一段时间就停止播放了啊;我真的很想在睡觉前听一封创作者的信;可老是黑屏之后过一会就没有声音了
1,两年前自己下了这个软件;那时候心血来潮寄出去的信在今年突然收到了;觉得很惊喜。这个软件还是很有意义的;当我看到两年前的自己给现在的自己写的信的时候;就非常感慨。
1,真的很棒的软件;只有用过的人才能感受到的细腻
1,悟已往之不谏;知来者之可追。|也许过去曾有遗憾;所以时光机为你抹平这些回忆中的缺陷。|想给未来一封信;不管是纸质;电子还是邮箱;你都会在那一天收到。|很久以前就自己只做了时光邮箱;但是“给未来写封信”真的很方便;突然一下子又回到了用文字交流的那种纸笺时光。
1,其实觉得不错的;我去年写了信今年收到了没有想到欸....
1,真的是个神仙软件;希望大家都可以越来越好
1,很棒的一款软件  大家多多支持吖
1,是个不错的平台;挺喜欢的
1,软件的画面做的很用心 看着很舒服 心情好或者不好的时候就进来写写 看看 感觉世界又美好了
1,就喜欢这样简洁的软件
1,可不可没有封数限制阿!!!
1,没事就给自己写信;都寄往了两年后;很期待那个时候收到信的自己;意义很大
1,不知道未来的自己会是什么样子的;但想想;未来某一天突然收到曾经的自己发来的感受、迷茫;是否会有一番不同感受呢
1,太好了;我特别喜欢
1,当一年前自己写的那封信跳出来的时间;这个软件让我感觉很惊喜;毕竟曾经的自己用这么幼稚的文笔给现在的我带我了一丝慰藉。
1,爱了爱了 留住感动
1,非常可以;爱了爱了。
1,我很喜欢 这个软件很有创意;希望我写的信真的能到时候再寄回给我。我真心希望能越做越好;能让更多人喜欢
1,纸质寄信到时候收信者会看到寄信日期么
1,挺好的一个软件;虽然用的不多;但偶尔能记下来当下心情;为未来的自己回顾曾经的自己经历过什么;有过什么样的心态。
1,能不能让我把之前写过的信删掉呜呜呜
1,很喜欢;谢谢你们
1,软件很好;在这里;我有自己的小秘密;我可以说出来;因为没人会知道。我可以看到别人的信件;可以知道世界上;有着和我同样的人;他们孤独;温柔。
0,寄出的纸质信;怎么撤回
1,写了好多了;心情会变好哈哈哈
1,喜欢写信;也喜欢收到信件;看着自己曾经的信;真的能感叹自己成长了;感受着一路以来自己的心路历程;这个软件真的帮助我良多
1,我觉得这个软件很好;尤其是在你特别迷茫无助的时候;或者说在你等到想等的人的时候;可能你都忘了;但是那个人又出现在你身边的时候。那封信承载着你的回忆和你当时想记录的心情。所以说真的很棒这个软件。
1,喜欢;谢谢;期待
1,超级棒棒棒棒棒
1,今天刚醒;就收到了去年的信❤️很棒
1,刚刚寄出去不知道能不能收到;其实自己也是挺期盼的吧
1,很喜欢 很有心|今天生日;给一年之后的自己写了一封信;很有纪念意义吧。这款app;不是那种应需的类型;而是在你精神上给予某种慰籍和陪伴的一种app;而且设计简洁;同时很有仪式感 非常推荐下载。
1,真好;刚刚就写了一封
1,在心情不好时;又再次收到了自己的信;于是再次下载它给以后的自己写信;让ta跟关注自己。
1,这真的是一款无意之中发现的很宝藏的软件。这是我第一次为一个app写评价;因为它真的温暖治愈;至少对于我而言。和朋友的交谈能够较为有仪式感一点（虽然不如手写信）;和自己的交流会更加积极平和一点。有时候会被自己感动到;被公共信箱感动到;更多时候;却是被软件的开发者和工作人员感动;谢谢有这片桃源存在。请你们一定要坚持。
1,真的打动了我。谢谢开发者
1,写了第一封信;以此勉励自己。加油2021高考生们
1,很好的软件;强烈安利
1,非常有意义的一个软件
1,神仙软件;终于让我找到了
1,页面操作简单到我一年也打开不了他几次;但我依旧让他存活在我每一个手机里
1,我喜欢在难受的时候写日记;偶然发现了这个App;于是;写了几封给未来的信。|     |      前段时间收到考研前的自己写的信;我还以为之前写得信都已经寄完了呢！有点惊喜！那时的自己因为知识反复记反复遗忘;被折磨的很自卑;觉得对不起自己所经历的一切;但是那时的自己却一直在咬牙坚持着。||       现在在目标院校读研;以前经历的一切仿佛变得平淡;而信的到来让我认识到自己曾经多么努力;多么坚持;为了一点光不断追逐。||      现在的我很感谢曾经的自己。我希望未来的自己也会感谢现在的我！再会～
1,希望真的可以寄出来哈哈哈哈哈
1,已经发完了;期待五年之后~
1,很喜欢这种 但是还是有点心疼 照片居然要钱 虽然不是很贵吧但是还是心疼嘤嘤嘤
1,给过去写信在哪里看自己的信？
1,喜欢这种风格♡
1,我希望未来还能遇见这个你
1,我觉得这个软件很好;会让人放慢脚步;来思考自己;
1,简直是太棒了！很期待收到信的那天！
1,很奇妙的一种感觉;会有思考;有感动
1,看看孩子吧;求助一下各位用户;请问我写的信写错了收信账号怎么办啊……信还没寄出去;想改收信账号;但又联系不上客服……谢谢各位大哥了
1,非常好的一个软件！
1,咳咳;感觉很有趣;其实我自己也有写那种纸质的信给未来的我(*/ω＼*)|可能在放在自己房间的某一角落;就想着等到哪一年在不经意之间发现这封信。|而这个软件;很好的满足了我在条件不允许的情况下;也能写出一封信给未来的自己。|当然了;这也可以给你当一个心情树洞;一个只有现在的你和未来的你知道的故事～
1,是第一天安装啦;希望软件会越来越好捏
1,曾经和朋友说要是哪天我们不能再见就写信给对方;可在通信发达的当时和现在谁会把我的那句放在心上呢;大家都各自默认了不再联系。然后我就给自己写信;一开始是以日记的形式;但后来被父母看到了就把日记撕了;改用手机记录。很想知道未来的自己是怎么样的;但又对未来充满迷茫。最近接二连三发生了很多事;有人被停学;有人得抑郁;有人生病…还是很谢谢这款软件;我可以拥有一小段逃避现实的时光。
1,自己给自己写信;真的超有意思的
1,挺好;愿我们不忘初心
1,没给app写过评价;这是一款我一直不愿意删掉的软件;即使不是天天用;只是偶尔写。真的是很不错的软件;没有任何广告;设计者的初心我也有看到;希望发展的越来越好！！
1,我觉得特别好用
1,蛮好用;花上40块钱;给未来的自己写封信蛮有仪式感;加油;希望三年以后软件越做越好。
1,喜欢;给未来给过去都可以写信。害怕未来发生的事控制不住提前说清楚让自己不要后悔;给过去写不留遗憾
1,很棒的一个软件;提醒着未来的自己不忘初心
1,原来下载的时候;一个月可以写6封信;过了半年只能写2封;希望可以适当调整。
1,写了一份信给大一六月的自己    希望不在迷茫  堕落    软件好评呦！！！
1,我真的喜欢这个软件;如果说....我两年后还记得这封邮件的话;我会事业有成吧。
1,很喜欢;记录着自己的生活和心态;我觉得是一件特别有意义的事情。感谢APP开发者呀;每次都如期收到了信件。
1,我真的觉得这是一个非常棒的软件;给自己写一封信;然后在未来或许已经忘了这封信的时候再收到;那时候的感慨与触动;会是一种珍贵的体验。
1,我已经写了两封信了;我还会一直写下去;这个真的很棒！
1,10年后;我不知道我会不会忘记他;
1,真的是很感动;这个软件因为我不想给几块钱邮费;所以选择了微信;真的是;我都快忘了这件事;甚至都快想把这个软件卸掉了;他才给我发过来;然后我看着之前的自己写的愿望;我去;真是傻的不行-_-||而且这个软件我在三个手机上都下了。就是没耐性;开始的时候还在想什么时候给我;之后之后就慢慢的忘了(´-ωก`)悲伤逆流成河www
1,好用;情怀人士最爱
1,很好的一个软件;希望你能一直坚持本心;也希望未来的自己收到来自曾经的信件时;也不曾因生活而放弃自己的梦想;我们一起加油吧。
1,我特别喜欢这个应用;不过就是能不能把微信登录换成其他登录;比如QQ登录之类的;因为我一般都是QQ登陆;不喜欢微信登陆;除了这一点;其他的我都非常满意。
1,很喜欢这个软件;不知道后面收到自己当初写的信是啥感触
1,很喜欢！不开心的时候记录一下;发给自己;又是树洞;又是鼓励自己
1,希望这个软件可以一直运行下去;有些事可能现在想不明白;未来的某天或许会有不一样的感受
1,希望一年半后面临中考的我充满希望
1,爱啦爱了   超级棒的app！希望app要一直运营下去
1,很满意;很温馨;很有仪式感
1,就很棒;好久好久之前寄出去了一封信;现在还没有收到;已经不大记得到底有没有这封信了;隐约记得;如果有这封信;我应该写了一些对大学的期待。|以前写信我都是写给别人的;且永远都寄不出去的那种;现在我打算每个月给自己写一封信;每个月都好好的规划自己！成为一个更优秀的人！！！
1,我们自己给了一个交代;让我们为活出未来的样子;给了一个交代;或许这是人们心中小秘密的导航;让自己容安慰
1,真的很棒;我很喜欢在一个平凡的夜晚写一封给未来平凡的一天的信。
1,真的挺好的。一年过得飞快。早已记不清一年前我所写的东西。已经收到好几封了;忘记的差不多;看见这些也是回忆。挺好的。
1,给未来的一封信纸质版手机号换了怎么办
1,有这样的应用真的很好;可以自己写日志;悲伤的难过的;快乐的高兴的;都可以记录下来;并且选择时间发送;已经写下了很多日记;爱了❤️～
1,我喜欢里面的信;有的谈梦想;有的谈恋爱;喜欢里面的声音;它值得!
1,在我看来;这个软件真的很有意义;非常适合当代年轻人。但是唯一一个不好的就是;如果要寄给五年后;那么手机号和地址都有可能变化;所以会很麻烦;
1,很好很好的软件;希望被更多人熟知
1,优质的软件;是一个可以发泄情绪的地方;属于自己的小树洞。
1,很棒的创意;收到自己的来信感觉很惊喜
1,刚开始的时候还以为2年以后这个软件都要倒闭了;没想到我收到了信;真的非常感动自己;感谢这个软件。
1,很喜欢！！！！
1,记录心情 记录想法 记录梦想 希望用这个软件的朋友都能所想皆所得 所得皆所愿
1,软件很好;有时回想以前的信件很感动。
1,记录自己的生活与心境;在未来的某一天再次相遇;我将会有多奇妙的感觉。
1,超级喜欢;这简直是神仙软件啊！！！！研发者简直就是天使！！！！
1,觉得特别特别好特别特别有意义
1,很nice的软件
1,第一次为一个软件写评分;很温柔的软件;很喜欢
1,十年后;不知道十年后是什么样子。期待吧
1,很满意哦;我已经收到半年前我的来信了
1,感谢给未来写封信APP
1,本人觉得还可以吧;嗯;我没有什么要求
1,真的超级神仙好嘛 太喜欢了 有时候自己都忘记了有些事了 收到信感觉又幼稚又感动 感觉这个软件啦 推荐给了好多朋友
1,活下去;听到没？
1,留存了我真挚的情感
1,第一次拿到平板;想下点应用;就发现了这个软件。时光短暂;温暖永存|期待未来收到信的每个瞬间
1,很好哦没有广告就很舒服 UI也很好
1,未来总是不期而遇;好在我还没忘记当初那个努力的自己;谢谢你一直都在;提醒我不断进步;现在美好和挫折都是将在未来绽放出花朵来;愿你活成自己喜欢的美好的样子;娜拉娜拉的❤️
1,我不知道说什么;好感动
1,今天收到了两年前寄来的信;鼻头一酸忍不住落泪。两年的时间真的会改变太多东西;这个软件原本是删了的;现在又下载回来。是用心的软件~爱了
1,刚刚突然收到了一年前自己的来信;谢谢
1,我已经写好啦;希望三年后的自己能收到这封信
1,希望10年后的你们越来越好;我会一直支持你们的
1,从高中就开始用了 看着自己很久以前写的那些话 可以让我更好的向未来前进啊
1,蛮好用的;也勾起了不少的回忆
1,感谢这个软件;很温暖;很走心
1,可以在特点的时间给未来的自己一封来自过去信
1,特别好用 嘻嘻嘻 终于可以把想说的话说出来 也不会有人知道 这种感觉非常的开心
1,建议：希望寄出时间可以设置具体一点
1,这个软件一定一定一定要活下去啊 太值得了 不管生活多么难 我们都要一直一直保持期许
1,这个软件真的很有意义;谁用谁知道。
1,超级喜欢这个软件;而且无广告;也没有要付费的部分;爱了(⑉°з°)-♡
1,很棒的app;对于我这种内向;社恐的人来说是自我救赎的过程。
1,非常棒！很有创意
1,真的很棒;超级好
1,希望未来可以收到！希望它可以长久的存活下去！我一定要收到这封信啊
1,很可爱的软件呀呀呀
1,第一次给应用好评！谢谢超级无敌巨满意
1,给纷扰的生活增添了许多温柔|良心软件！
1,很喜欢这个软件;但是我想问问;还能查看寄给过去的信吗
1,加油 相信你是最好的 未来的我
1,界面很干净 是我喜欢的样子
1,拼劲全力|软件正好符合我的要求
1,怎么说呢？突然给自己写了一封信;心里真的不知道怎么说了
1,希望我们越来越好
1,在不经意间收到来至从前的声音
1,超级超级超级喜欢;真的超级超级超级有用！收到以前的自己写的信封;有种跨越时间对话的感觉;非常起到激励作用
1,突然收到了很久之前写的信;思绪良多;感谢。
1,一直都挺喜欢哒
1,有一种跨越时空的感觉;而且特别良心;就是希望官方能把最近的日期改到第二天;我还想给明天写信呢
1,今天又给未来的自己写出了一封信
1,突然找到了一个可以抒发情绪的好方法;很棒的软件;继续努力
1,今天早上突然收到两年前的来信;很惊喜;但也很意外;已经忘记了;可能人就是这样;走着走着忘了为什么出发。
1,必须五分 希望这款APP一直在 我也一直在❤️|希望我们都在
1,不说名字说故事吧
1,很棒  能让我跟她最后一次说这么多话  
1,很好 也很奇妙
1,很好的一款软件;希望要永远存在
1,给20岁的自己寄了份信 希望她永远快乐
1,我已经收到了我之前写的信了;真的是满满的回忆啊！也让我记起了我的从前hhh
1,负责的作者;礼貌的作者;他说会一直一运营;不会有广告和推送|谢谢作者;在我伤心时有了倾诉的地方;他说希望所有人写完就忘了这件事;我相信这个软件的魔力;会使我忘记伤心|五星好评嘿嘿嘿
1,我怎么没有在减免里找到？怎么给自己未来写信啊？就是我想写个纸质的
1,有的时候迫不得已要下一些软件;我一般用完就删;手机只留必不可少的软件;虽然这个软件我一年也用不了几次;但我一直留着;从来没有删过;因为我从来没有遇见过像这样没有任何广告和推送的软件;看得出来;这是一款软件研发者执着要做好的东西。它不只是产品;它更是一个完美的作品。里面包含着十分难得的情怀和初心;所以我希望他能一直做下去。这个软件存在的本身就是一件十分伟大的事情。今天的评价;也是我用了它两年以来的感慨;希望它的用户以及支持者越来越多;因为他几乎没有什么盈利;而它的本意也并不是为了盈利;所以希望它的研发团队可以一直走下去。|两年了;我给自己寄过五封信;每次都是在毫无意料的情况下收到一封来自半年前的信;那时的自己总是对未来充满着幻想与期待;收到信后;却也总是悔恨的心情居多;恨自己没有更努力一些;辜负了从前的自己对未来的期待。这个软件总是这样;让人心生无限感慨。这是一个有情怀的软件;也是一个有着光明前途和未来的软件。《给未来写封信》;希望10年或者20年以后;你依然完好的存在我的手机桌面上。愿多年以后的我们都能不负所期。
1,我的心里话在这里得到了倾诉;希望未来的我能收到这封信吧。
1,用了很久了;它这个真的是一件奇妙的事情;在未来的某天收到当时的自己写下的信;真的很棒;没有广告;可以寄语音寄图片;每次收到信真的会有种奇妙的感觉
1,很感动;都没有广告;小小赞助也还好
1,在软件里我看到了曾经的我;因为我也和作者一样用着遗憾和执着
0,有声信件只能听不到一分钟左右;读了没一半还没读完就断了？我不知道这是不是bug;一年前就是这样;现在还是这样;挺好;继续保持自己的特点;加油;明年还是这样的话;给两星;后年的话;直接一星保护好了
1,个人很喜欢的软件;经常给半年后的自己寄信;期望自己能够记得这时的感受;不要停下努力的步伐。即使一时失意;但要记得最终的目标。
1,这个是个不错的软件
1,很棒;格式很喜欢;设计也很棒
1,很棒的软件;未来看现在的自己;现在安慰过去的自己。未来看自己成为了过去想成为的人没;过去希望未来自己是怎样的人。还有物是人非的感情…
1,希望到时候再收到这封信的时候;我们仍陪伴左右…
1,你可以吐露心声 和他人分享 也可自己埋藏 还有写给未来 突然收到的那刻 感觉很好
1,不错不错;我i了
1,真的超级好 好有意义.
0,每月只能两封信;哪有这样的。
1,就是不能考以前的
1,可以;可激烈人
1,还行吧;找不到其它表达
1,挺好的;虽然我发给我的是废话
1,希望将来的自己收到信;那时已经成为更好的自己|加油;我们每一个人无论生活多苦;一定要记住那一点甜;好好过。|生活很糟糕;抬头看看天空也很美好。
1,感动与倾诉;真的很好
1,真的很好;觉得书信的方式还是最棒的了。
1,在未来忙碌生活中的某一天;突然收到过去的一封信;一定会非常温暖。看到别人的信件;此刻也治愈了我;一起努力吧！
1,感谢！！！！！
1,这个软件真的好温柔♡
1,非常用心的一款软件;没有广告;里面的信件也很触动人心;写信很方便。
1,很好的APP啊;给未来的自己写了信;不知道会不会收到;也不知道收到信的我的心情是怎么样的
1,宝藏;最喜欢听别人的信了
1,真的是一个宝藏软件呐 用了很久很久了 这时间里也换过手机 真的是太爱啦
1,用了好久了;换个手机第一个想到安装的软件
1,愿以后的我能够看见
1,这个软件还不错;可以给过去的自己写信也可以给未来的自己写信;
1,话不多说。这个软件;是良心软件！！
1,从2018年突然发现这个软件;我就挺喜欢用的;因为它;让我找到了;用别的方式;告诉别人;还有自己;当初的我;为何会这样呢。
1,很有意义;也很感动
1,喜欢;很有趣;很有情调
1,真的很神奇;能够与过去和未来的自己写信。很开心;它留下了我成长的足迹;由衷希望它越来越好。
1,真的很好;把自己想说的话都可以说出来;希望以后的自己不会让我失望
1,希望一直维护;我甚至可以付费;很喜欢!!!!
1,非常有创意的APP
1,很棒的一个软件;有很多令人感动的地方;而且没有满天飞的小广告
1,我觉得非常好;已经在上面写了很多信了;陪伴了我大学四年。
1,当以后收到这封信的时候;真的内心会有很大感触;今天刚写下;祝自己高考顺利
1,①纯文字信封数限制|能不能放宽点？一个月两封请问我发个鬼？另外要发为什么非得带图？可不可以加一块钱但是可以选择不带图？我真的头秃;上传图片那么麻烦还要等;发信发得很不爽;而且图片还得选;对于强迫症真的难受。|❗建议：放宽纯文字封数限制or加一块钱超额发信并提供不带图片的选项||②文字字数限制|1000真的不够;发图真的麻烦;程序员们加加油;提升字数谢谢爸爸们了。|❗建议：提升文字字数||③点赞震动|这我真的是不理解;这干嘛啊？不吵吗？程序员加油加油。公司也可以再开个专门用于改善app的捐款通道;而不只是要大家为维护而捐款。|❗建议：关闭点赞震动||这个app无论以什么形式一！定！要！给！我！活！下！去！我的信我一定要收到！冲！！！
1,能给未来的自己写一段话。等待我收到那封信的日子。
1,愿我们一路前行;永远勇敢;不忘初心！
1,想问一下;自己写给过去自己的信;在哪儿看呀;我怎么找不到
1,目前看来很不错
1,从2018年开始写;每年都会下一次这个app给自己写信;真的很有意义。一个很有用的app！谢谢！
1,期待明年收到自己的信
1,好言不多讲;好！
1,迄今最满意的软件;把藏的最深的交给了未来的某一天;然后在那天回头看看曾经的自己;也许是温柔的一笑;也许是对少时的幼稚;不管怎样;都是自己。
1,虽然十年后才能见到;但先感谢一波
1,挺好的;就是我觉得交互还可以提升
1,今天突然收到一年前给自己写的信;我都快忘记了;打开一看当时希望的;现在都实现了;一切都在变好;希望你也能
1,非常好;很喜欢的
1,很棒的软件;帮我留下了很多美好的的记忆。
1,过去写了一封信 现在又写了一封 在未来希望可以收到并回复 希望能按我所期许的那样 走下去.
1,挺好的;我感觉在未来看到现在的自己写的信;一定是回忆满满的。
1,也算是自己鼓舞了自己
1,很好的一个软件;很有意义
1,这真的是独自一人的世界;感叹过去;寄语未来。她让我们在压抑、难过时;书写心中不悦;让我们知道自己是谁;未来该如何努力。希望“给未来写信”将和所有人一起走下去。
1,挺好的;写下自己想说的话;然后等未来再来看看现在的自己
1,很治愈;有很温暖
1,真的很不错;在很久以后看到自己的信有感动;也有在自己已经遗忘的时候突然收到信件的惊喜。带给我的更多的是感动;加油未来的自己。
1,很喜欢这个宝藏软件
1,这个软件很棒;神仙软件;希望越来越好
1,特别喜欢;今天收到自己的信;有点惊讶;这真的是一个特别温柔的软件！！
1,很喜欢这个软件
1,愿高考顺利 愿一切都好 愿不负所望
1,给自己未来写信;很酷。
1,我已经写完一封信了 我要学会忘记 在未来的某一天给自己一个惊喜
1,太喜欢了;希望这个软件永远都在！
1,真的非常棒...我给我未来的我和过去的我都说了很多...真的非常良心;宝藏到我不希望它被更多的人发现
1,我觉得 ;我要写的一封信;或许可以给未来的自己一种感悟吧;也是一种激励;希望未来的我收到自己的信后;可以做出改变。
1,真的是一个宝藏软件。我真的超爱了嘻嘻嘻！
1,很有意思的app…今天寄出;期待收到我的信件
1,还是很有意义的。我相信做这款软件的初衷;就是因为想要做这件事情。所以直到现在也保持的很好;对嘛？真的没有广告;真的很良心。但是;也别太为难自己吧;稍微一点点的广告;大家也能接受吧。加油！会更好的！
1,很棒！期待未来的信
1,我喜欢这种特殊的方式;写给未来;写给以后;给自己树立目标;给自己感慨回顾的机会。其中的收费项目也可以理解;毕竟需要维护一个app;来保存这些东西;而且也采取自愿。
