情感倾向,评论
1,有的时候迫不得已要下一些软件;我一般用完就删;手机只留必不可少的软件;虽然这个软件我一年也用不了几次;但我一直留着;从来没有删过;因为我从来没有遇见过像这样没有任何广告和推送的软件;看得出来;这是一款软件研发者执着要做好的东西。它不只是产品;它更是一个完美的作品。里面包含着十分难得的情怀和初心;所以我希望他能一直做下去。这个软件存在的本身就是一件十分伟大的事情。今天的评价;也是我用了它两年以来的感慨;希望它的用户以及支持者越来越多;因为他几乎没有什么盈利;而它的本意也并不是为了盈利;所以希望它的研发团队可以一直走下去。|两年了;我给自己寄过五封信;每次都是在毫无意料的情况下收到一封来自半年前的信;那时的自己总是对未来充满着幻想与期待;收到信后;却也总是悔恨的心情居多;恨自己没有更努力一些;辜负了从前的自己对未来的期待。这个软件总是这样;让人心生无限感慨。这是一个有情怀的软件;也是一个有着光明前途和未来的软件。《给未来写封信》;希望10年或者20年以后;你依然完好的存在我的手机桌面上。愿多年以后的我们都能不负所期。
1,第一次写 但是感觉这个模式非常好 页面也简介干净非常方便 期待收到的那天
1,这个软件太棒了！
1,挺好的;合理利用会有很好的效果。
1,第一次写信;有点激动
1,界面很干净 是我喜欢的样子
1,很好用我感觉它可以记录很多美好的回忆
1,我喜欢里面的信;有的谈梦想;有的谈恋爱;喜欢里面的声音;它值得!
1,希望喜欢;用了快两年了！主页简洁护眼;nice！
1,真的很喜欢 里面的画风我也很喜欢 很治愈很治愈 治愈的同时又很舒服 特别的好 良心制作!!!
1,就很ok;很行
1,今天寄出了第一封信;不知道未来收信的我会不会遵守承诺呢;希望不忘初心;为着目标努力吧!
1,真的很棒的一个软件
1,我喜欢;这个应用;因为给自己的未来写一封信是对自己的期望;也是对现在的总结;感情也可以寄出
1,迄今最满意的软件;把藏的最深的交给了未来的某一天;然后在那天回头看看曾经的自己;也许是温柔的一笑;也许是对少时的幼稚;不管怎样;都是自己。
1,我喜欢这个软件
1,当多年之后再次通过信的方式回想到以前的日子;我想就算不能完全体验到当时的感觉;但也一定会感恩生活♥️❤️
1,给未来一份思考和感动
1,个人觉得非常奈斯
1,挺好的一个软件
1,①没有小广告弹出;体验效果超级棒！！！|②页面设计很干净;简介。很有写信的感觉|③这是一款免费软件;没错;免费！！！（商家太良心了;没有广告插入还让软件免费试用。说实在的;就算它收费我也会用的;真的是一款很值得使用的软件。）|④既然让我发现了这个宝藏APP;就别想离开我的手机！！！哈哈(ಡωಡ)hiahiahia
1,不知道未来的收到了信息会不会伤心;
1,感谢！！！！！
1,很有意义的软件
1,好期待未来给我发出的那封信
1,收到来自过去的祝福和期望;真的是一件美好的事
1,很奇妙的感觉;给自己一个提醒和激励
1,太奈斯了啊！！！
1,自己与自己相处才是最好的方式
1,宝藏APP;值得拥有
1,希望多年以后的我们都可以找到自己
1,2024年的我希望能够越来越好！EXO银海之约冲冲冲！
1,很喜欢;也许几年后;会活成我想要的样子！
1,很好(✪▽✪)
1,希望将来的自己收到信;那时已经成为更好的自己|加油;我们每一个人无论生活多苦;一定要记住那一点甜;好好过。|生活很糟糕;抬头看看天空也很美好。
1,很有意义的软件;第一次毫不犹豫地支持;干净的界面;非常棒！
1,加油(ง •̀_•́)ง
1,很暖心的一个app;真心推荐。
1,真的真的特别好
1,挺好的;发出信件的那一刻;心中满怀期望
1,很好(✪▽✪)
1,很不错(*๓´╰╯`๓)♡
1,很不错(*๓´╰╯`๓)♡
1,很棒的软件;希望你能一直做下去。
1,真的是很喜欢这个软件
1,我希望未来还能遇见这个你
1,啊啊啊啊啊真的超级好用 ;我全程哭(´;︵;`)死了。希望这个宝藏软件不会被人污染。
1,很好(✪▽✪)
1,这个软件真的很棒！
1,非常好的一款软件
1,真的很棒的软件
1,希望一直维护;我甚至可以付费;很喜欢!!!!
1,很新奇的;没有早点发现;不知道未来的自己又是什么样的。
1,很新奇的软件;很喜欢。
1,真的很棒 我喜欢这个软件
1,这个软件真的很好
1,加油(ง •̀_•́)ง
1,很好的一个软件
1,很好(✪▽✪)
1,非常好的一款软件
1,很好;刚刚为了维持允许捐赠了一块钱;以后会一直捐赠的;毕竟我寄出的信都是5年以后的信
1,这里让我发现了另一个我的内心世界;也许它是孤独的;又或许它是有许多朋友的。感谢
1,超级喜欢这个软件
1,以前我还在读初一的时候吧;还是初二的时候用步步高家教机发现的这个软件。然后当时给自己写了一封信;我应该是在2016年写的;然后寄给2019年七月份的自己。虽然我没有实现;但是我觉得这个软件非常好。爱了爱了神仙软件。
1,很有意义的软件
1,真的很棒的软件
1,很喜欢这个软件
1,这个软件挺好的
1,用了好几次了;记不清楚是否准确送到了。曾经给他写过信;但是现在觉得没必要了。这里就用来写给未来的自己就很好。
1,在写信寄信的应用中可能最喜欢的就是它了吧;简单不失初心;几年前就遇到了它;那时候只是匆匆几眼就过去了;现在终于了解了它;很高兴在这个时代能遇见这么美的应用。一年后我就能收到来自过去的信了;在此之前希望自己要好好的;要加油了啊
1,很好(✪▽✪)
1,期待一年后的信
1,神仙软件;爱了爱了
1,神仙情怀软件;不足之处在于;后台播放后一会儿就暂停了;锁定软件也没用;语音信没有时长显示和进度条是真的难受
1,谢谢;我不知道该说什么;但是真的很感谢
1,很有意义的一款软件
1,很棒的一个软件
1,很有意义的软件
1,这个APP真的很良心啦呀;没有广告;页面也舒服|nice
1,我也不知道能不能收到;总之还是想给以后的自己一个惊喜啦
1,在写信寄信的应用中可能最喜欢的就是它了吧;简单不失初心;几年前就遇到了它;那时候只是匆匆几眼就过去了;现在终于了解了它;很高兴在这个时代能遇见这么美的应用。一年后我就能收到来自过去的信了;在此之前希望自己要好好的;要加油了啊
1,期待未来的今天;收到现在的信;明白现在的自己
1,之前给高考后的自己写信;现在也给之后大学毕业点自己写信
1,期待;希望中考后我不负众望;金榜题名;前程似锦
1,这个软件真的很棒诶！期待未来看到这封信的时候
1,很治愈的APP;存着自己现在的心事留给未来的自己听。
1,非常好;希望这个软件可以保持它的纯粹;谢谢。
1,超棒！！！！！！！
1,希望收到信时我是开心的;是拿到了梦想大学通知书的那天
1,很好的一个软件
1,真的特别好的软件
1,很棒的一款软件;希望让更多的人知道;获得更多人的支持
1,很棒的一个软件
1,刚刚谢了一封;两年后收。喜欢两年后的我不要嘲笑现在的我。
1,期待收到信的那一天
1,超级超级好;希望两年后的我;会明白之前的我有多二
1,特别文艺的一个APP;很有回忆感
1,给未来一个期待
1,很喜欢这种诶;干净简洁;希望这个软件能做的越来越好;能被更多人发现
1,很好的一个软件
1,这个软件真的很好;很有意义
1,很奇妙的一种感觉;会有思考;有感动
1,很有意义的一个软件
1,期待收到信的那天
1,Very good
1,希望你在某个失落的瞬间可以收到这封信 明白你坚持的每一步都是有意义的。
1,写了第一封信;以此勉励自己。加油2021高考生们
1,非常有意义得一个软件 写信本身就是一种美好 让我们给未来写信吧！
1,我想要改变;我希望写下这封信是最后的开始;我希望收到这封信是真正的开始。这是一个安静的软件;但是它在安静中等待我们自己的愿望实现;在不期而遇的时候;愿都有所成。
1,很不错(*๓´╰╯`๓)♡
1,每写完一封信都很期待;我喜欢寄纸质的;但是我又怕换号码换地址收不到了怎么办？所以我希望推出新功能;只要还没寄出之前就可已改号码改地址的功能。不过;总体来说感觉还是很棒的
1,第一次用这种app;感觉特别新颖和有意思。给未来的自己写封信;不光是想给予未来的自己期望;还包括此时的自己是如何想的。在未来的某一天;突然收到了自己写的一封信;又是以怎样的心态去看的呢。真是发现了一个宝藏app;希望会越做越好吧。
1,呼 第一次寄信 希望一年后的自己真的千万别这么颓废 要变优秀 要变成更好的自己 这个真的是个宝藏app  或许一年后收到信的我会有另一番独特的见解 给未来写封信 加油
1,很棒的一个APP
1,很好的一个软件
1,无法用语言语来形容这个软件
1,想来收到信的时候会是一件有意义的事
1,我觉得这个软件真的很好
1,我很喜欢回忆过去的那种感觉|当时的心境  心情看到寄到手里的信   一下子又回到了高三  联考的难过失误   那种感觉下  我写了一封很长的信  两千字左右   发给一年后自己  大一有一天突然邮箱有风信  点开就愣住了   一下子又回到了那个时候  有恐惧 有期待  真好
1,写完后瞬间充满斗志;我要开始好好努力了;为了我的未来能成为更好的自己。|You can always get better.
1,很棒！软件大大;还招不招读信的人啊;我是。。。好多人说我声音好听的。。。虽然一般般;不过不难听哦;我。。。值多少钱卖多少（没学过播音
1,我希望为生活中的点滴而热泪盈眶;给未来写封信你好;未来一起加油吧！
1,真的很好用;简简单单的;把想跟自己说的话写在上面;未来的那一天收到;是一种很奇妙的经历。
1,这真的是一个很好的软件;太爱了。写信的时候那个感觉真的很奇妙;信送出去的那一刻真的释然了;希望更多人能知道这么好的软件！
1,刚下app时;给男朋友写了一封信;絮絮叨叨写了很多。我以为我们很好很好地在一起;没想到昨天毫无征兆地分手了;崩溃至极。想着后天3月9日他即将收到信了;他看到应该觉得可笑叭～
1,我对于这个软件还挺意外的;但是;我很喜欢这个软件;以前就想过;但是邮箱好像发送不了给自己还是定时的。。。。所以;我很喜欢这个软件
1,很好;也能让我感受到人与人之间的差距;认识到自己终究太过幼稚;认识到自己不优秀;认识了很多优秀的陌生人;激励了我;我会成为我想成为的人;完成自己的梦想;也祝所有人也得偿所愿。
1,给未来的自己写信是一种很奇妙的感受。也许你已经忘记当初的你写下的是什么;但当你收到过往寄来的信件;应该也会有惊喜的感觉吧;又或者是其他复杂的情感……
1,这个软件可以让人认真的审视一下自己;并且当收到信件的时候;感触真的很深;力挺。
1,有一种跨越时空的感觉;而且特别良心;就是希望官方能把最近的日期改到第二天;我还想给明天写信呢
1,有一种跨越时空的感觉;而且特别良心;就是希望官方能把最近的日期改到第二天;我还想给明天写信呢
1,我很喜欢这个软件;因为在这里我看到了很多;有激励人心的;还有是写自己心情的信件;非常的正能量
1,很好的一个软件|就像洁白的信纸一样|很舒服;同时也很干净|对未来说话|让现在的我好像也有了动力|继续前行
1,写了一份信给大一六月的自己    希望不在迷茫  堕落    软件好评呦！！！
1,之前因为一些原因卸载了;但这次又下载回来了;依旧奈斯！！！
1,这个软件我是真的很喜欢;换了手机依旧把他下载回来。难得的一个没有广告推广的软件。给未来写写信;真的很好。w
1,这个APP太神奇了;太喜欢了;我把最重要的事写封信;这样就不会忘了;还有给自己写生日寄语;太棒了;大爱
1,有的时候迫不得已要下一些软件;我一般用完就删;手机只留必不可少的软件;虽然这个软件我一年也用不了几次;但我一直留着;从来没有删过;因为我从来没有遇见过像这样没有任何广告和推送的软件;看得出来;这是一款软件研发者执着要做好的东西。它不只是产品;它更是一个完美的作品。里面包含着十分难得的情怀和初心;所以我希望他能一直做下去。这个软件存在的本身就是一件十分伟大的事情。今天的评价;也是我用了它两年以来的感慨;希望它的用户以及支持者越来越多;因为他几乎没有什么盈利;而它的本意也并不是为了盈利;所以希望它的研发团队可以一直走下去。|两年了;我给自己寄过五封信;每次都是在毫无意料的情况下收到一封来自半年前的信;那时的自己总是对未来充满着幻想与期待;收到信后;却也总是悔恨的心情居多;恨自己没有更努力一些;辜负了从前的自己对未来的期待。这个软件总是这样;让人心生无限感慨。这是一个有情怀的软件;也是一个有着光明前途和未来的软件。《给未来写封信》;希望10年或者20年以后;你依然完好的存在我的手机桌面上。愿多年以后的我们都能不负所期。
1,超级超级喜欢这个软件;开心了写一封信;不开心也可以写一封信;可以让未来的自己了解到自己是怎样一点一点变强大的;可以让现在的自己坚定的走下去。
1,这个软件很好;在里面也可以看到很多自己内心的心声;有时候听别人念信的时候;也很好;不管怎样;都是好
1,很喜欢;没有广告;也很温馨;虽然纸质费用稍高;但是真的很合理
1,当一年前自己写的那封信跳出来的时间;这个软件让我感觉很惊喜;毕竟曾经的自己用这么幼稚的文笔给现在的我带我了一丝慰藉。
1,真的挺好的。一年过得飞快。早已记不清一年前我所写的东西。已经收到好几封了;忘记的差不多;看见这些也是回忆。挺好的。
1,很好;算是给未来的自己一个寄语。保留下这一刻的所思所想。
1,突然找到了一个可以抒发情绪的好方法;很棒的软件;继续努力
1,这个软件已经用了好久了;也收到了好几封过去的来信;真的特别棒;没有广告;没有弹窗;是个特别不错的软件;五星
1,一封信;封住一段时光;如今的憧憬;未来的期许;愿你不负时光
1,真的是一个超级棒的软件;喜欢在睡前感慨写封信给未来的自己;或许是无助;失望;喜悦;期待...|   无论现在的你怎么样;希望你在前往未来的道路上不负期待;不忘初心。❤️
1,很有意义的软件
1,很有意义的软件
1,很好(✪▽✪)
1,我太爱这个软件了
1,给五分！必须给！让自己有了一个安心的地方…
1,超级喜欢这个软件;是不是给自己一点鼓励和惊喜;真的很棒
1,很有意义的软件
1,很喜欢！！！！
1,很好的一个APP
1,可以;可激烈人
1,希望将来的自己不会后悔
1,很棒的一个APP
1,很有意义的软件
1,很好(✪▽✪)
1,下载吧;可以再找回从前的你。
1,很好(✪▽✪)
1,很棒;我很喜欢
1,真的很棒;温暖;动人。设计师的功底真的无敌！
1,很好(✪▽✪)
1,期待自己的来信
1,很好;我很喜欢
1,我很期待(๑˙ー˙๑)
1,感动(ಥ_ಥ)
1,给未来写封信吧
1,非常好;很喜欢的
1,很有意思的软件
1,很好;养成了一个写信的小习惯
1,很喜欢这个软件
1,挺好的一个软件
1,很有意义的软件
1,很有意义的一个软件
