情感倾向,评论
1,之前的问题;通过微信;还有人工客服;得到了很好的解决。虽然说下载了七八次吧;但是好歹愉快的存活了下来。就软件来说;除了出了的那个bug;其他我都挺满意。不然我也不会卸了n次;再安装n次。那个bug现在应该是修复好了;反正没问题了。
1,超想体验;可是我收不到验证码怎么办
1,希望他一直好下去;不要像soul变得那么可怕。
1,超级超级超级满意
1,绝对五星;不要被污染！！！！！！！！！！！！！！！！！！！
1,我想问一下;写信的时候地址是什么？知道的
1,我想问问咋把我的过客岛给封了;不想要过客岛了|里面的坏情绪太多了;懒得删了
1,为什么树洞过不了审？
1,有一个问题一直想问;比如我已经和一个人成为了笔友且在回信;然后她/他又在树洞里看到了我的匿名树洞;通过树洞再给我寄信;会是什么形式呢;会不会惊奇地发现哇;居然是我。
1,很慢很平静;好像回到了那个一天只有两三封信的时候。
1,希望能保存我们的书信记录;而不是那种几封信就要购买;就我个人而言对于邮票钱;给的心甘情愿;但是对这些花里胡哨的收费就有一点难受了;给个四星吧～
1,客服小姐姐请看过来;您好噢;请问为什么总是收不到验证码呢？有点无奈;收不到验证码的话;没有其他办法登进去呐;第一次遇到这样的情况;之前还是可以的。
1,超级好的软件☁️☁️☁️☁️☁️
1,爱了爱了;千万要保持啊
1,为什么接收不到验证码？？？？
1,发现每个评论都回了hhhhh 加油呀！！
1,用文字来认识一颗心
1,过客岛是不是不能赞助积分了;这样不能发图片了呀！
1,写出去的信 怎么自己看不到内容啊
1,换了一个手机又下回来了(づ ●─● )づ|手机必备啊。
1,我之前注册的手机号;现在停机了;不知道能不能找回我的账号啊？
1,可
1,我给好朋友写了封信 
1,很温暖的一个软件 一开始页面有点看不懂 慢慢琢磨就好了 邮票也不贵 就几块钱 我非常愿意花几块钱和笔友写信 现实写信也要钱啊 抱怨这个的我真看不懂。。还有 建议每次寄信的时候如果能把自己寄的那封信保留下来就更好了 以后看看回忆一下也挺好的 并且 希望可以不搞那些花里胡哨 换头像发动态那种！！千万不要！那样就没有特色了！像现在这样简简单单的挺好的
0,真的强烈建议软件加一个笔友找回的功能 手残删了我的笔友 一个星期发布了好多寻人启事也没有回复 我的笔友也没有给我写信 交流了很久 已经成为了朋友 突然因为这种错误失去了一切 比分手还难过 软件花里胡哨的功能少弄一点可以吗。我佛了。笔友丢了 那我也没必要在继续玩下去了。
1,是还可以;但是我想问问为什么我发的树洞被设置成私密了？我明明是公开发表;还有人评论来着;但是过了几天再看就变成私密了。
1,质量太高了!!!作为学生党;其实一般收费都不咋碰;但这个真的很良心!!!非常可!!!很治愈
1,真很好;只是不知道用久了积分够不够买邮票
1,之后会添加广告吗？
1,开发者看看我 希望能添加一个第三方登录 比如QQ微信等登录 因为我有时候会换手机号 如果换了 我就登不上去账号了 相反第三方登录的账号就一直存在 或者是手机号可以绑定第三方 |就比如我现在登不上去了。。。我还没给回信呜呜呜
1,下下来了;结果一看;不能用国外手机号码注册…只能再卸载掉hhhhhhhh评分我也不知道评多少hhhhhh
1,不知道为什么;我的靓号好像有点奇奇怪怪了。||之前在灌水别院的动态是可以不过审核的。现在要了。每条都要。而且我看其他客友都是不用的。他们是直接发的。不知道为什么;是之前发了什么吗。感觉没有什么记忆。没有什么敏感词啊。就是昨晚的动态今天早上过;奇奇怪怪。||但是真的有点别扭;动态不给我过审了/挥挥。
1,良心软件(〃∇〃)
1,额额……希望写信时也可以发图片;不用过客岛。|还有就是;树洞主人给我写信;但是我忘了我回复的啥啊;我也不知道她是那个树洞洞主;好尴尬啊
1,强烈建议;能看到自己写过的和收到的全部信
1,很好的软件;心甘情愿花钱
1,话不多说啦
0,总体来说;还不错。就是攒积分可太难了;我天…。
1,希望邮票的投递时间可以再长点;最好有一天到三天的。
1,我觉得光是每条评论都回复就足以看出开发者的用心了叭
1,开发者大大;我特别喜欢这个软件！我想问咱们这个软件里有没有外国朋友啊？（希望大大快点回
1,想问一下;写的信如果能被人收到;一般有几个人能收到
1,我的过客突然白屏了！重装了还是白屏怎么办
1,荣耀v20老是卡住界面;就是界面全白板;退出重进也没用|然后也没法操作
1,白屏了;无法刷新;程序猿们快快解决一下这个问题吧！
1,Gorkor今天在更新版本吗？本来想今天回信给我的笔友;但打开后全是空白;刷新了也是。
1,我是个新玩家;我想请问如果没有积分的话;是不是自己以后写的信都要贴邮票;而且都要花钱买呢？
1,为什么我收不到验证码;登不上
1,好用！！！！
0,真的很好;我想自私地用1星把它隐藏起来;真的;我不想让更多人来到这个世界
1,走出心理阴影
1,买了信纸;怎么用呢？
1,nan
1,总体还是不错的;我很喜欢这个软件;但有一些小建议：|1、找不到别人给我的每日问题的评论回复|2、在树洞看到很精彩的评论;但是没有办法给那个人写信;只能给树洞主人写信……如果能出一个根据ID搜索用户的功能就好了（不允许搜索的话可以自己设置嘛）|3、通知消息很乱;不论是别人点赞我每日问题的评论;还是动态回复;都挤在一起;而且点进去一次之后;就再也找不到了;除非一个一个慢慢翻;灌水别院动态更新快;想找到简直要翻到吐血了。
1,真的;我还挺喜欢这个软件;就是找不到;我的笔友引表在哪？因为我还是个新手;我还不太熟悉;导致我的信箱总是满满;看不到我的旧笔友又删不掉;有点小烦躁(๑•́ωก̀๑)
1,改了五星
1,想提个建议;可以设置一个窗口看自己给别人的回信吗？不然老感觉心里不踏实
1,昨天第一次下载。摸索到凌晨;终于明白了一些功能;但是邮票这个价格;我是真的遭不住啊
1,我也算是老用户了;我这人不怎么喜欢去评论;只是有的APP都变了味道;我挺喜欢这个软件的;非常符合我偏内向的性格;只是希望她可以成为我躁动的内心的安躁剂;希望开发者可以保留初心
1,软件是挺好用的。但是有个缺点;只能用手机验证码登录;如果换了个手机号就再也见不到我原来的信了。希望增加一个账号密码登录;否则太不方便了。渴望回复和改进。
1,????今天服务器崩了???为啥别的app能打开gorkor打不开
1,以前用校园卡注册的;后来工作换了手机和手机卡;现在登录不上了;我想问一下哈;还有其他办法么？谢谢！
1,不需要一星保护！|但我有一点小建议;前天用时间胶囊给朋友写了一封信;官方发的消息
1,好;真的非常好╯▂╰但我拖了笔友后腿……
1,只能希望开发者能够不忘初心;别搞得太花里胡哨了
0,感觉应用还是有很多体验问题要优化;希望官方可以考虑到使用者的感受。
1,软件很好;但我有两条小建议;希望你们能看到。|1.在树洞里给别人回复的时候;打字到一半;想再看看树洞内容;以便答复;但返回后再回来打字时;之前写到一半的内容就都没了…（我第一次回别人树洞时就是这样;写了一大堆;返回再一看都没了;给我心态搞崩了）|2.还是树洞的问题…emmm有时候会在别人的树洞底下看到特别喜欢的评论;就想给那个人写信;但是没有途径
1,先来占个坑 目前比较看好这个软件;慢社交可能比快社交更理智;更有深度。希望它能好好长大
1,请问我发出的树洞怎么看不到
1,应用很良心 有一些建议|关于邮票|1只能收集收到信件的邮票 寄出去就没影儿了 一些很漂亮的邮票自己也想留下回忆|2是否能有用户和官方的互动 比如进行个人拍摄照片的评比 优胜者的作品做成邮票 |关于无法发布照片 自己的岛屿也不能传照片郁闷啊|不知建议是否合理 就是一些自己的想法
1,为什么两天了;我都没收到信;好期待！
1,希望你们已经将我所有发布过的内容删除干净了。我不想再有人看见我说话。
1,很棒很棒;必须五星;不过我今天因为个人原因卸了装;装了卸的;就收不到短信验证码了;啊啊啊;不会以后都收不到了吧;呜呜。
1,五星保护一下
1,想不出什么适合的话;就给个五星吧
1,想不到什么好听的话了;反正就是棒！
1,五星好评！！！好喜欢这个画风
1,第一个让我心甘情愿在使用第一天就充值的软件
1,果断五星
1,我就想在评论区里找一个人
1,我虽然还没有打开它;但从评论里能感受到这是一个我值得下载的软件;五星加油！！！
1,perfect
1,ヽ(ﾟ∀ﾟ)ﾉ!
1,我刚刚下载了这个软件;我真的好久没有如此愉快的和别人写信了。不知道该说些什么;谢谢你。也希望你不忘初心;方得始终。
1,大猫老王在灌水别院出个屏蔽的功能吧;不想看谁的帖就屏蔽掉。不然没事翻灌水翻一次被梗一次。肖战这个事整得真烦。干脆连那个ID也一起屏蔽;在灌水里屏蔽帖基本都是三观不同了。还想要灌水帖定位;不过据说之前有后来没有了;不知道为什么;但不重要;就算了。谢谢你们哇;带给我们这么一个宝藏软件。运营辛苦了！
1,啥都好;可就是我的钱包遭不住了
1,第一次评论;我表示从没用过如此nice的APP
1,还不太会用;但是感觉很好。你们现在就是屠龙少年;不要变成恶龙就是了;别跟soul一样;我在上面都能看黄播了。。。
1,很喜欢这个软件。就是;我想请问一下;签到在哪儿呀[笑哭]
1,啥也不说了;五星好评！
1,很喜欢！安利给很多人了！赚了一大波积分。有一个建议;希望主动寄出的新人信件也能看到投递/收取的动态呀！一直收不到回复有一点伤心T_T
1,真棒的
1,真的真的太良心了
1,很喜欢这个软件;就是有点小伤心;给笔友回信两天了;她（他）都没有再回我的信;哭了哭了
1,都还可以;只是我不明白寄信的那个时间;为什么要八个小时才能收到？
1,怎么看自己写过的信呢
1,太喜欢这个软件了！简直一股清流！
1,非常好用;十分推荐。就是虽然每天能领积分但是还是有点少买不起邮票最低才一百五十分要想每天写信有点难。
1,为五星添砖加瓦（我不能隐藏好评了）！
1,很棒！但是没弄懂积分有什么用
1,先五星;然后来提问！！！请问如果在过客岛认识了好友;就是在她的帖子下面回复认识的那种;想单独给她写信要怎么办？？
1,好;有设置密码的功能吗？
1,這無疑是個寶藏啦！！！慢節奏的文字;寄信時間的別出心裁;集郵冊什麼的最喜歡啦！寄信出去就已經做好被鴿和期待的準備了;不過這種等待的心情很贊哦(´-ω-`)
1,新人报到;请问哈每天只能收到一封信吗？收信数量随机？目前感觉挺好用的;很纯粹。
1,我太喜欢这个app啦;自己也是学软件的;知道开发不易;经营不易;所以绝对不会一星保护的。在此呼吁其他想减星保护的小伙伴们高抬贵手;五星才是对app最大的帮助啊！
1,用了这么久了;不想一星保护;这么好的软件;希望大家都知道。
1,简直是神仙软件;必须给五星;不怕被太多人发现;因为那些浮躁人;是适应不了这个软件的;在这个什么都提倡快的时代里;这个软件无疑是一股清流。五星好评;支持
1,真的很好;刚下载进去就收到了一封信;文笔很好;后来又收到了第二第三封;文笔都很好啊。难道里面的人文笔都这么好的吗？！
1,已经使用的四天;非常好;写了有3封信已经收到了6封啦;里面的小姐姐非常多;人也超级nice;这个时代最独特的社交软件
1,很好用;今天不小心误删了;再下载的时候要验证码;却怎么也收不到;是怎么回事？
1,这是一款干净的APP;制作组太良心了！感谢！
1,有个小小的请求;刚来这个软件几天做了还没做完七天任务...以后积分设置的能不能多一点呀...邮票有点小贵...
1,怎么用岛ID搜索岛啊
1,多年坚持更新和完善;业内良心;换了手机后很久才想起来下载;真是太健忘了ㄟ( ▔; ▔ )ㄏ
1,我是新来的;给个好评先。想问问树洞里的回复怎么匿名。
1,你好;我想问一下;删除掉的笔友真的找不回来了吗？我有个非常想找回来的笔友
1,这个软件真的特别特别特别好;里面的人都挺好的\\^O^/！！！真的是强推啊;只不过有一个缺点;你这个软件为什么就不能发图片呢？如果能在写信的时候能发图片或者视频就更好了！！！真的超级超级想和对方发视频或者发图片呀！！
1,gorkor就值五星
1,为啥他提示我收到了来信;但我点开信箱却什么也没有啊……
1,这么好的软件;必须要五星评价！
1,喜欢这种纯净简约的感觉。想要你火;但怕火了之后就变得鱼龙混杂;乱七八糟。
1,请问为什么一直闪屏欢迎界面啊
1,看了一下评论;发现开发者每个都有给评论真的爱了;还没有用;觉得肯定不会差;真的有感动到。
1,继续五星好评！嘿嘿
1,超级棒！！！第一次用是在17年后来手机被没了才停下来。如今回来还是超级棒！！！
1,超级好！！！|太喜欢这种感觉了！
1,五星求曝光度
1,四星保护;真的是一个非常好的软件;用了好几年;换了新手机之后原本忘了安装;但是没东西写的时候就心里痒痒的;然后还是安上了;总之;真的是一个非常好的软件;希望不忘初心
1,我想问一下为什么点接受信件不好使;就是那个对号;只有拒绝接受那个好使。|急;在线等。
1,四星保护;希望一直好好的;不要像其他软件一样;刚开始挺好的;后面就;这么说呢;就面目全非了;就是失去了初衷;真的衷心希望好好的！不忘初衷;继续前行！
1,挺棒的
1,多搞点好看的邮票（GKD）
1,这个软件超好！！！没有广告;嗯;里面的网友们都很可爱
1,如果是中文名就好了;毕竟没多少中国人会用英文搜软件
1,写信给陌生人是只有一个陌生人收到还是有很多个？
1,软件很有意思！少一星是因为…邮票好贵呜呜呜呜呜
1,今天过客登不上了;每个界面都提示无法连接网络;刷新也没用;。重新下载也没用;直接就无法登录了说网络超时。应该不是手机或者网络问题;因为其他app一切正常。
1,为什么我今天早上打不开呀;一直说我网络问题。反复打开数据和wifi还开了飞行模式;还是不行
1,为啥今早显示网络连接异常呀;可能是我的手机网络有问题还是你们服务器正常更新呢
1,我很幸运发现了宝藏！|不过是不是出bug了;今天登陆时显示网络超时？
1,软件很好用！！！可是;为什么？！在早上明明就快要打开新来的一封信;可是到现在为止;单单过客网络不好;咋弄也不行(▼皿▼#)想着退出登录试试;结果;连登录也不行了(▼皿▼#)获取验证码失败;啥叫服务器内部错误啊啊;重启也不行;心好累啊;只有我手机是这样的吗？
1,今天服务器是坏了吗？
1,非常好的软件|但今天一直提示我网络超时…请求帮助
1,很棒的软件！！！我超喜欢！！
1,很棒的！！！！！
1,虽然写不好信;但我很喜欢。
1,不知道为什么两个界面全都变成灰色了
1,登录不上了喂
1,验证码收不到怎么搞得;别人手机号都行
1,可！
1,太喜欢这个APP了
1,真的很棒！我听说大猫会早上七点起床审核树洞;所以特地去树洞给它写了一封信！哎;真希望过客可以在信里放上一些明信片之类的;能放糖就最好了。
1,收不到短信;登不上去怎么办？
0,好贵！
1,真的很想一星保护
1,很喜欢;希望一直这样下去。不想被污染！！！
0,情怀让我们相遇;收费让我们有缘无分
1,我太喜欢这个APP了
1,原来手机的软件删掉了;现在下回来……翻评论发现……开发真的是每个人都给回复了啊！厉害！顺便祝越来越好
1,我想请问一下;为啥自己发的树洞;过一段时间;就成私密了呢;我刚开始设定的是公开的
1,非常非常好！！！
1,有点冷门但是真的良心  邮票信纸之类的只要随便搞搞就有（…）太好了  遇到了很不错的笔友  节日也能收到官方的信  稍微考虑一下广告吧感觉运营好困难…到时候我会氪金滴！支持！
1,为什么我一直收不到验证码?
1,用了很久了;不记得有多久了;然后不想评论;因为他太好了;不想让别人知道;可是又对不起开发者;啊;纠结;好趴;最后决定告诉你们趴;真的很好诶
1,收信的打勾按不了;拒收又可以;害我拒绝了所有信封
1,氛围不错;但是;为什么要买邮票才能发信息;最便宜的3.5元三张;一张发一次。就说发一条信息（一封信）一块多？！！这要是真的能寄到想寄的地方;两块也可以～～然而;就相当于漂流瓶一样随机寄的呢～～
1,第一次写树洞审核通过要多长时间啊？软件用起来很温馨;没有那么多浮躁的感觉。
0,我有个朋友违规;怎么解禁账号啊
1,为什么我每次都认真回信;却从来收不到别人的回信呢(｡･ˇ_ˇ･｡:)
1,超级好的软件呀
1,怎么登不上了;显示网络超时;怎么了吗
1,听说最帅的开发者已经回复了我
1,如果我无聊;可以给官方写信聊天么？
1,哇;太用好了
1,五星
1,请问一下是真的有回复吗;多久可以收到回复？
1,棒棒哒！
1,怎么退出去;登不上了呀
1,有一个小小的问题…;树洞写信写到一半时;中途有点急事切出去用了会别的软件;再回来发现树洞刷新;刚才那个树洞也找不到了;辛辛苦苦码了好久的信也找不到了。
1,慕名而来;给个五星再说ヾ(❀╹◡╹)ﾉ~
1,最右的朋友推荐来的;什么不说;先五星
1,五星支持呀~希望开发者能回复我（厚脸皮~）（捂脸~）祝你们事事顺心;万事如意~
1,超级棒的软件;我也不怎么会写评论;那就这样吧
1,过客的用户大都还挺不错（至少我遇到的都很可爱）;环境也很好;但是我觉得积分太!难!搞!了!每次想回很多人的信的时候都会发现自己积分不够;而且我微信又没得钱可以买!你们能不能把支付方式拓展到qq;支付宝等呢?或者回答每日问题可以多加一点分?让我们的积分获取渠道宽一点吧;作为一个girl我真的超想买好多好看的信纸邮票的!!
1,没有任何理由！五星好评！
1,为什么会有不回信的？
1,我也是个老玩家了鸭;也在那里遇到了一个很好的女孩子;我们现在已经无话不说了！||并有了真的通信往来。真好
1,咋办啊大哥;我以前的手机号不用了;我的过客上不去了
1,收到了短信～重新下回来啦。希望越办越好鸭
1,为什么我买不了邮票？？？快回复我的笔友要等急了！！！
1,可以给个夜间模式吗
1,时光机钥匙不会用啊。。。
1,我想请问一下;收集的邮票怎么用呢
1,攒邮票很麻烦...每次有人回信;当时就想回信;却因为没有邮票要等好久;跪求积分积攒方式
1,问个问题;如何看到自己回复和寄出的信件啊？
